Atomic Ratio_sum,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,ARW_Atomic Number_sum,ARW_Atomic Number_max,ARW_Atomic Number_min,ARW_Atomic Number_diff,ARW_Atomic Weight_sum,ARW_Atomic Weight_max,ARW_Atomic Weight_min,ARW_Atomic Weight_diff,ARW_Atomic Radius_sum,ARW_Atomic Radius_max,ARW_Atomic Radius_min,ARW_Atomic Radius_diff,ARW_EN pauling_sum,ARW_EN pauling_max,ARW_EN pauling_min,ARW_EN pauling_diff,ARW_Valence Electron_sum,ARW_Valence Electron_max,ARW_Valence Electron_min,ARW_Valence Electron_diff,ARW_Ionization Energy_sum,ARW_Ionization Energy_max,ARW_Ionization Energy_min,ARW_Ionization Energy_diff,Temp. (K),Excitation source (nm),Monitoring energy (nm),Log10 Decay time ( log10[ns]),Formula
21,12,0.005,11.995,141,63,8,55,322.006762,151.964,15.999,135.965,645,200,60,140,9.74,3.44,0,3.44,22,7,2,5,48.4376222,13.618054,5.670385,7.947669,348.125,189.81,0.315,189.495,758.781006,437.6619,0.75982,436.90208,2119.925,999,0.925,998.075,55.75525,41.28,0,41.28,104,72,0.01,71.99,236.3185496,163.416648,0.028351925,163.3882961,298,277,444,2.692732384,Sr4.995P3O12ClEu0.005
21,12,0.03,11.97,141,63,8,55,322.006762,151.964,15.999,135.965,645,200,60,140,9.74,3.44,0,3.44,22,7,2,5,48.4376222,13.618054,5.670385,7.947669,348.75,188.86,1.89,186.97,760.389606,435.4714,4.55892,430.91248,2119.55,994,5.55,988.45,55.7315,41.28,0,41.28,104,72,0.06,71.94,236.3179375,163.416648,0.17011155,163.2465365,298,277,444,2.699933069,Sr4.97P3O12ClEu0.03
21,12,0.02,11.98,141,63,8,55,322.006762,151.964,15.999,135.965,645,200,60,140,9.74,3.44,0,3.44,22,7,2,5,48.4376222,13.618054,5.670385,7.947669,348.5,189.24,1.26,187.98,759.746166,436.3476,3.03928,433.30832,2119.7,996,3.7,992.3,55.741,41.28,0,41.28,104,72,0.04,71.96,236.3181824,163.416648,0.1134077,163.3032403,298,277,444,2.716320597,Sr4.98P3O12ClEu0.02
21,12,0.01,11.99,141,63,8,55,322.006762,151.964,15.999,135.965,645,200,60,140,9.74,3.44,0,3.44,22,7,2,5,48.4376222,13.618054,5.670385,7.947669,348.25,189.62,0.63,188.99,759.102726,437.2238,1.51964,435.70416,2119.85,998,1.85,996.15,55.7505,41.28,0,41.28,104,72,0.02,71.98,236.3184272,163.416648,0.05670385,163.3599442,298,277,444,2.722576342,Sr4.99P3O12ClEu0.01
2,0.995,0.005,0.99,131,63,11,52,301.6720693,151.964,22.98976928,128.9742307,785,220,180,40,2.7,0.95,0,0.95,6,2,1,1,20.84499244,5.6948672,4.34066354,1.35420366,53.125,37.81,0.315,37.495,118.9857546,87.1819,0.75982,86.42208,399.925,199,0.925,198.075,1.82025,0.94525,0,0.94525,3,1.99,0.01,1.98,10.43461491,5.666392864,0.028351925,5.638040939,298,365,444,2.959041392,K0.5Na0.5Sr0.995Eu0.005
19.21,12,0.03,11.97,229,65,8,57,529.53632,158.92535,15.999,142.92635,1100,220,60,160,8.76,3.44,0,3.44,21,6,1,5,52.23594574,13.618054,4.34066354,9.27739046,253.59,96,1.89,94.11,534.704885,191.988,4.55892,187.42908,1797.05,720,5.55,714.45,52.34,41.28,0,41.28,96.42,72,0.06,71.94,219.2608123,163.416648,0.17011155,163.2465365,298,300,445,2.596597096,KSrSc2P3O12Eu0.03Tb0.18
19.18,12,0.03,11.97,229,65,8,57,529.53632,158.92535,15.999,142.92635,1100,220,60,160,8.76,3.44,0,3.44,21,6,1,5,52.23594574,13.618054,4.34066354,9.27739046,251.64,96,1.89,94.11,529.9371245,191.988,4.55892,187.42908,1791.8,720,5.55,714.45,52.34,41.28,0,41.28,96.36,72,0.06,71.94,219.0848983,163.416648,0.17011155,163.2465365,298,300,445,2.627570664,KSrSc2P3O12Eu0.03Tb0.15
19.15,12,0.03,11.97,229,65,8,57,529.53632,158.92535,15.999,142.92635,1100,220,60,160,8.76,3.44,0,3.44,21,6,1,5,52.23594574,13.618054,4.34066354,9.27739046,249.69,96,1.89,94.11,525.169364,191.988,4.55892,187.42908,1786.55,720,5.55,714.45,52.34,41.28,0,41.28,96.3,72,0.06,71.94,218.9089843,163.416648,0.17011155,163.2465365,298,300,445,2.655810494,KSrSc2P3O12Eu0.03Tb0.12
19.13,12,0.03,11.97,229,65,8,57,529.53632,158.92535,15.999,142.92635,1100,220,60,160,8.76,3.44,0,3.44,21,6,1,5,52.23594574,13.618054,4.34066354,9.27739046,248.39,96,1.89,94.11,521.990857,191.988,4.55892,187.42908,1783.05,720,5.55,714.45,52.34,41.28,0,41.28,96.26,72,0.06,71.94,218.7917083,163.416648,0.17011155,163.2465365,298,300,445,2.683317262,KSrSc2P3O12Eu0.03Tb0.1
19.1,12,0.03,11.97,229,65,8,57,529.53632,158.92535,15.999,142.92635,1100,220,60,160,8.76,3.44,0,3.44,21,6,1,5,52.23594574,13.618054,4.34066354,9.27739046,246.44,96,1.89,94.11,517.2230965,191.988,4.55892,187.42908,1777.8,720,5.55,714.45,52.34,41.28,0,41.28,96.2,72,0.06,71.94,218.6157943,163.416648,0.17011155,163.2465365,298,300,445,2.699490845,KSrSc2P3O12Eu0.03Tb0.07
19.08,12,0.03,11.97,229,65,8,57,529.53632,158.92535,15.999,142.92635,1100,220,60,160,8.76,3.44,0,3.44,21,6,1,5,52.23594574,13.618054,4.34066354,9.27739046,245.14,96,1.89,94.11,514.0445895,191.988,4.55892,187.42908,1774.3,720,5.55,714.45,52.34,41.28,0,41.28,96.16,72,0.06,71.94,218.4985183,163.416648,0.17011155,163.2465365,298,300,445,2.7107941,KSrSc2P3O12Eu0.03Tb0.05
32,19,0.1,18.9,140,63,8,55,332.2715385,151.964,15.999,135.965,585,215,60,155,5.94,3.44,0,3.44,13,6,2,4,30.4858714,13.618054,5.211664,8.40639,364.7,156,6.3,149.7,766.550162,323.778462,15.1964,308.582062,2852,1500,18.5,1481.5,85.481,65.36,0,65.36,152,114,0.2,113.8,335.8297829,258.743026,0.5670385,258.1759875,298,350,445,2.756636108,Ba0.9Al12O19Eu0.1
32,19,0.2,18.8,140,63,8,55,332.2715385,151.964,15.999,135.965,585,215,60,155,5.94,3.44,0,3.44,13,6,2,4,30.4858714,13.618054,5.211664,8.40639,365.4,156,12.6,143.4,768.013862,323.778462,30.3928,293.385662,2849,1500,37,1463,85.392,65.36,0,65.36,152,114,0.4,113.6,335.875655,258.743026,1.134077,257.608949,298,350,445,2.764922985,Ba0.8Al12O19Eu0.2
19.05,12,0.02,11.98,229,65,8,57,529.53632,158.92535,15.999,142.92635,1100,220,60,160,8.76,3.44,0,3.44,21,6,1,5,52.23594574,13.618054,4.34066354,9.27739046,243.19,96,1.3,94.7,509.276829,191.988,3.178507,188.809493,1769.05,720,3.5,716.5,52.34,41.28,0,41.28,96.1,72,0.04,71.96,218.3226043,163.416648,0.117276,163.299372,298,300,445,2.765817515,KSrSc2P3O12Eu0.03Tb0.02
32,19,0.25,18.75,140,63,8,55,332.2715385,151.964,15.999,135.965,585,215,60,155,5.94,3.44,0,3.44,13,6,2,4,30.4858714,13.618054,5.211664,8.40639,365.75,156,15.75,140.25,768.745712,323.778462,37.991,285.787462,2847.5,1500,46.25,1453.75,85.3475,65.36,0,65.36,152,114,0.5,113.5,335.898591,258.743026,1.41759625,257.3254298,298,350,445,2.77815125,Ba0.75Al12O19Eu0.25
19.03,12,0.03,11.97,164,63,8,55,370.61097,151.964,15.999,135.965,925,220,60,160,8.76,3.44,0,3.44,19,6,1,5,46.37214574,13.618054,4.34066354,9.27739046,241.89,96,1.89,94.11,506.098322,191.988,4.55892,187.42908,1765.55,720,5.55,714.45,52.34,41.28,0,41.28,96.06,72,0.06,71.94,218.2053283,163.416648,0.17011155,163.2465365,298,300,445,2.778802204,KSrSc2P3O12Eu0.03
14.03,8,0.03,7.97,181,63,8,55,415.440062,151.964,15.999,135.965,960,220,60,160,8.34,3.44,0,3.44,18,6,1,5,45.44060774,13.618054,4.34066354,9.27739046,209.89,64,1.89,62.11,450.100044,137.327,4.55892,132.76808,1520.55,480,5.55,474.45,35.43,27.52,0,27.52,64.06,48,0.06,47.94,150.0940618,108.944432,0.17011155,108.7743205,298,350,448,2.769422378,K2BaCaP2O8Eu0.03
21.145,12,0.025,11.975,140,63,8,55,312.9512092,151.964,15.999,135.965,715,185,50,135,12.16,3.98,0,3.98,29,7,2,5,60.7451182,17.42282,5.670385,11.752435,254.575,100,1.575,98.425,514.6893544,200.39,3.7991,196.5909,1991.425,900,4.625,895.375,57.016,41.28,0,41.28,104.89,72,0.05,71.95,243.8991438,163.416648,0.141759625,163.2748884,298,335,449,1.414973348,Ca5P3O12FEu0.025Mn0.12
21.105,12,0.025,11.975,140,63,8,55,312.9512092,151.964,15.999,135.965,715,185,50,135,12.16,3.98,0,3.98,29,7,2,5,60.7451182,17.42282,5.670385,11.752435,253.575,100,1.575,98.425,512.4918327,200.39,3.7991,196.5909,1985.825,900,4.625,895.375,56.954,41.28,0,41.28,104.61,72,0.05,71.95,243.6017831,163.416648,0.141759625,163.2748884,298,335,449,1.447158031,Ca5P3O12FEu0.025Mn0.08
21.065,12,0.025,11.975,140,63,8,55,312.9512092,151.964,15.999,135.965,715,185,50,135,12.16,3.98,0,3.98,29,7,2,5,60.7451182,17.42282,5.670385,11.752435,252.575,100,1,99,510.2943109,200.39,2.19752176,198.1924782,1980.225,900,4.625,895.375,56.892,41.28,0,41.28,104.33,72,0.05,71.95,243.3044223,163.416648,0.141759625,163.2748884,298,335,449,1.681241237,Ca5P3O12FEu0.025Mn0.04
21.035,12,0.01,11.99,140,63,8,55,312.9512092,151.964,15.999,135.965,715,185,50,135,12.16,3.98,0,3.98,29,7,2,5,60.7451182,17.42282,5.670385,11.752435,251.825,100,0.25,99.75,508.6461696,200.39,0.54938044,199.8406196,1976.025,900,1.4,898.6,56.8455,41.28,0,41.28,104.12,72,0.05,71.95,243.0814018,163.416648,0.07434018,163.3423078,298,335,449,1.763427994,Ca5P3O12FEu0.025Mn0.01
21.025,12,0.025,11.975,115,63,8,55,258.0131652,151.964,15.999,135.965,575,185,50,135,10.61,3.98,0,3.98,22,7,2,5,53.3111002,17.42282,5.670385,11.752435,251.575,100,1.575,98.425,508.0967892,200.39,3.7991,196.5909,1974.625,900,4.625,895.375,56.83,41.28,0,41.28,104.05,72,0.05,71.95,243.0070616,163.416648,0.141759625,163.2748884,298,335,449,1.944482672,Ca5P3O12FEu0.025
20.18,12,0.02,11.98,142,63,8,55,317.278106,151.964,15.999,135.965,855,220,60,160,9.31,3.44,0,3.44,23,7,1,6,49.19604154,13.618054,4.34066354,9.27739046,213.26,96,1.26,94.74,433.056953,191.988,3.03928,188.94872,1866.1,720,3.7,716.3,54.158,41.28,0,41.28,97.16,72,0.04,71.96,231.1051601,163.416648,0.1134077,163.3032403,298,365,450,2.725045445,KMg4P3O12Eu0.02Mn0.16
20.14,12,0.02,11.98,142,63,8,55,317.278106,151.964,15.999,135.965,855,220,60,160,9.31,3.44,0,3.44,23,7,1,6,49.19604154,13.618054,4.34066354,9.27739046,212.26,96,1.26,94.74,430.8594313,191.988,3.03928,188.94872,1860.5,720,3.7,716.3,54.096,41.28,0,41.28,96.88,72,0.04,71.96,230.8077994,163.416648,0.1134077,163.3032403,298,365,450,2.825951627,KMg4P3O12Eu0.02Mn0.12
20.1,12,0.02,11.98,142,63,8,55,317.278106,151.964,15.999,135.965,855,220,60,160,9.31,3.44,0,3.44,23,7,1,6,49.19604154,13.618054,4.34066354,9.27739046,211.26,96,1.26,94.74,428.6619095,191.988,3.03928,188.94872,1854.9,720,3.7,716.3,54.034,41.28,0,41.28,96.6,72,0.04,71.96,230.5104387,163.416648,0.1134077,163.3032403,298,365,450,2.900410829,KMg4P3O12Eu0.02Mn0.08
20.06,12,0.02,11.98,142,63,8,55,317.278106,151.964,15.999,135.965,855,220,60,160,9.31,3.44,0,3.44,23,7,1,6,49.19604154,13.618054,4.34066354,9.27739046,210.26,96,1,95,426.4643878,191.988,2.19752176,189.7904782,1849.3,720,3.7,716.3,53.972,41.28,0,41.28,96.32,72,0.04,71.96,230.213078,163.416648,0.1134077,163.3032403,298,365,450,2.974419574,KMg4P3O12Eu0.02Mn0.04
20.08,12,0.08,11.92,117,63,8,55,262.340062,151.964,15.999,135.965,715,220,60,160,7.76,3.44,0,3.44,16,6,1,5,41.76202354,13.618054,4.34066354,9.27739046,213.04,96,5.04,90.96,433.384706,191.988,12.15712,179.83088,1854.8,720,14.8,705.2,53.91,41.28,0,41.28,96.16,72,0.16,71.84,230.2559403,163.416648,0.4536308,162.9630172,298,365,450,3.06483222,KMg4P3O12Eu0.08
20.06,12,0.06,11.94,117,63,8,55,262.340062,151.964,15.999,135.965,715,220,60,160,7.76,3.44,0,3.44,16,6,1,5,41.76202354,13.618054,4.34066354,9.27739046,211.78,96,3.78,92.22,430.345426,191.988,9.11784,182.87016,1851.1,720,11.1,708.9,53.91,41.28,0,41.28,96.12,72,0.12,71.88,230.1425326,163.416648,0.3402231,163.0764249,298,365,450,3.065579715,KMg4P3O12Eu0.06
20.04,12,0.04,11.96,117,63,8,55,262.340062,151.964,15.999,135.965,715,220,60,160,7.76,3.44,0,3.44,16,6,1,5,41.76202354,13.618054,4.34066354,9.27739046,210.52,96,2.52,93.48,427.306146,191.988,6.07856,185.90944,1847.4,720,7.4,712.6,53.91,41.28,0,41.28,96.08,72,0.08,71.92,230.0291249,163.416648,0.2268154,163.1898326,298,365,450,3.070407322,KMg4P3O12Eu0.04
20.04,12,0.02,11.98,142,63,8,55,317.278106,151.964,15.999,135.965,855,220,60,160,9.31,3.44,0,3.44,23,7,1,6,49.19604154,13.618054,4.34066354,9.27739046,209.76,96,0.5,95.5,425.3656269,191.988,1.09876088,190.8892391,1846.5,720,2.8,717.2,53.941,41.28,0,41.28,96.18,72,0.04,71.96,230.0643976,163.416648,0.1134077,163.3032403,298,365,450,3.075565209,KMg4P3O12Eu0.02Mn0.02
20.02,12,0.02,11.98,117,63,8,55,262.340062,151.964,15.999,135.965,715,220,60,160,7.76,3.44,0,3.44,16,6,1,5,41.76202354,13.618054,4.34066354,9.27739046,209.26,96,1.26,94.74,424.266866,191.988,3.03928,188.94872,1843.7,720,3.7,716.3,53.91,41.28,0,41.28,96.04,72,0.04,71.96,229.9157172,163.416648,0.1134077,163.3032403,298,365,450,3.095169351,KMg4P3O12Eu0.02
20.005,12,0.005,11.995,117,63,8,55,262.340062,151.964,15.999,135.965,715,220,60,160,7.76,3.44,0,3.44,16,6,1,5,41.76202354,13.618054,4.34066354,9.27739046,208.315,96,0.315,95.685,421.987406,191.988,0.75982,191.22818,1840.925,720,0.925,719.075,53.91,41.28,0,41.28,96.01,72,0.01,71.99,229.8306615,163.416648,0.028351925,163.3882961,298,365,450,3.095518042,KMg4P3O12Eu0.005
20.01,12,0.01,11.99,117,63,8,55,262.340062,151.964,15.999,135.965,715,220,60,160,7.76,3.44,0,3.44,16,6,1,5,41.76202354,13.618054,4.34066354,9.27739046,208.63,96,0.63,95.37,422.747226,191.988,1.51964,190.46836,1841.85,720,1.85,718.15,53.91,41.28,0,41.28,96.02,72,0.02,71.98,229.8590134,163.416648,0.05670385,163.3599442,298,365,450,3.101059355,KMg4P3O12Eu0.01
20.02,12,0.02,11.98,117,63,8,55,262.340062,151.964,15.999,135.965,715,220,60,160,7.76,3.44,0,3.44,16,6,1,5,41.76202354,13.618054,4.34066354,9.27739046,209.26,96,1.26,94.74,424.266866,191.988,3.03928,188.94872,1843.7,720,3.7,716.3,53.91,41.28,0,41.28,96.04,72,0.04,71.96,229.9157172,163.416648,0.1134077,163.3032403,298,365,450,3.102080226,KMg4P3O12Eu0.02
20.02,12,0.02,11.98,117,63,8,55,262.340062,151.964,15.999,135.965,715,220,60,160,7.76,3.44,0,3.44,16,6,1,5,41.76202354,13.618054,4.34066354,9.27739046,209.26,96,1.26,94.74,424.266866,191.988,3.03928,188.94872,1843.7,720,3.7,716.3,53.91,41.28,0,41.28,96.04,72,0.04,71.96,229.9157172,163.416648,0.1134077,163.3032403,298,365,450,3.109915863,KMg4P3O12Eu0.02
20.025,12,0.005,11.995,120,63,3,60,269.280062,151.964,6.94,145.024,860,220,60,160,8.74,3.44,0,3.44,17,6,1,5,47.1537383,13.618054,4.34066354,9.27739046,209.275,96,0.015,95.985,424.301566,191.988,0.0347,191.9533,1844.425,720,0.725,719.275,53.9149,41.28,0,41.28,96.045,72,0.005,71.995,229.9426758,163.416648,0.026958574,163.3896894,298,365,450,3.146128036,KMg4P3O12Li0.005Eu0.02
20.05,12,0.02,11.98,120,63,3,60,269.280062,151.964,6.94,145.024,860,220,60,160,8.74,3.44,0,3.44,17,6,1,5,47.1537383,13.618054,4.34066354,9.27739046,209.35,96,0.09,95.91,424.475066,191.988,0.2082,191.7798,1848.05,720,3.7,716.3,53.9394,41.28,0,41.28,96.07,72,0.03,71.97,230.0774687,163.416648,0.1134077,163.3032403,298,365,450,3.177247836,KMg4P3O12Li0.03Eu0.02
20.045,12,0.02,11.98,120,63,3,60,269.280062,151.964,6.94,145.024,860,220,60,160,8.74,3.44,0,3.44,17,6,1,5,47.1537383,13.618054,4.34066354,9.27739046,209.335,96,0.075,95.925,424.440366,191.988,0.1735,191.8145,1847.325,720,3.625,716.375,53.9345,41.28,0,41.28,96.065,72,0.025,71.975,230.0505101,163.416648,0.1134077,163.3032403,298,365,450,3.179551791,KMg4P3O12Li0.025Eu0.02
20.04,12,0.02,11.98,120,63,3,60,269.280062,151.964,6.94,145.024,860,220,60,160,8.74,3.44,0,3.44,17,6,1,5,47.1537383,13.618054,4.34066354,9.27739046,209.32,96,0.06,95.94,424.405666,191.988,0.1388,191.8492,1846.6,720,2.9,717.1,53.9296,41.28,0,41.28,96.06,72,0.02,71.98,230.0235515,163.416648,0.107834295,163.3088137,298,365,450,3.179838928,KMg4P3O12Li0.02Eu0.02
20.03,12,0.01,11.99,120,63,3,60,269.280062,151.964,6.94,145.024,860,220,60,160,8.74,3.44,0,3.44,17,6,1,5,47.1537383,13.618054,4.34066354,9.27739046,209.29,96,0.03,95.97,424.336266,191.988,0.0694,191.9186,1845.15,720,1.45,718.55,53.9198,41.28,0,41.28,96.05,72,0.01,71.99,229.9696344,163.416648,0.053917148,163.3627309,298,365,450,3.180699201,KMg4P3O12Li0.01Eu0.02
42.5,24,0.5,23.5,153,63,8,55,345.6331652,151.964,15.999,135.965,775,200,50,150,11.56,3.98,0,3.98,24,7,2,5,59.0059674,17.42282,5.670385,11.752435,639.5,228,18,210,1369.829378,525.72,37.99680633,487.7231937,4152.5,1440,92.5,1347.5,113.36,82.56,0,82.56,209,144,1,143,486.0560685,326.833296,2.8351925,323.9981035,298,368,452,1.437750563,Sr6Ca4P6O24F2Eu0.5
42.4,24,0.4,23.6,153,63,8,55,345.6331652,151.964,15.999,135.965,775,200,50,150,11.56,3.98,0,3.98,24,7,2,5,59.0059674,17.42282,5.670385,11.752435,633.2,228,18,210,1354.632978,525.72,37.99680633,487.7231937,4134,1440,74,1366,113.36,82.56,0,82.56,208.8,144,0.8,143.2,485.48903,326.833296,2.268154,324.565142,298,368,452,2.1775365,Sr6Ca4P6O24F2Eu0.4
42.25,24,0.25,23.75,153,63,8,55,345.6331652,151.964,15.999,135.965,775,200,50,150,11.56,3.98,0,3.98,24,7,2,5,59.0059674,17.42282,5.670385,11.752435,623.75,228,15.75,212.25,1331.838378,525.72,37.991,487.729,4106.25,1440,46.25,1393.75,113.36,82.56,0,82.56,208.5,144,0.5,143.5,484.6384723,326.833296,1.41759625,325.4156998,298,368,452,2.343802333,Sr6Ca4P6O24F2Eu0.25
42.17,24,0.17,23.83,153,63,8,55,345.6331652,151.964,15.999,135.965,775,200,50,150,11.56,3.98,0,3.98,24,7,2,5,59.0059674,17.42282,5.670385,11.752435,618.71,228,10.71,217.29,1319.681258,525.72,25.83388,499.88612,4091.45,1440,31.45,1408.55,113.36,82.56,0,82.56,208.34,144,0.34,143.66,484.1848415,326.833296,0.96396545,325.8693306,298,368,452,2.415307292,Sr6Ca4P6O24F2Eu0.17
42.05,24,0.05,23.95,153,63,8,55,345.6331652,151.964,15.999,135.965,775,200,50,150,11.56,3.98,0,3.98,24,7,2,5,59.0059674,17.42282,5.670385,11.752435,611.15,228,3.15,224.85,1301.445578,525.72,7.5982,518.1218,4069.25,1440,9.25,1430.75,113.36,82.56,0,82.56,208.1,144,0.1,143.9,483.5043953,326.833296,0.28351925,326.5497768,298,368,452,2.468051791,Sr6Ca4P6O24F2Eu0.05
2,0.995,0.005,0.99,131,63,11,52,301.6720693,151.964,22.98976928,128.9742307,785,220,180,40,2.7,0.95,0,0.95,6,2,1,1,20.84499244,5.6948672,4.34066354,1.35420366,52.325,37.81,0.315,37.495,117.3749016,87.1819,0.75982,86.42208,395.925,199,0.925,198.075,1.83125,0.94525,0,0.94525,3,1.99,0.01,1.98,10.51445623,5.666392864,0.028351925,5.638040939,298,365,452,2.939519253,K0.4Na0.6Sr0.995Eu0.005
2,0.995,0.005,0.99,131,63,11,52,301.6720693,151.964,22.98976928,128.9742307,785,220,180,40,2.7,0.95,0,0.95,6,2,1,1,20.84499244,5.6948672,4.34066354,1.35420366,50.725,37.81,0.315,37.495,114.1531954,87.1819,0.75982,86.42208,387.925,199,0.925,198.075,1.85325,0.94525,0,0.94525,3,1.99,0.01,1.98,10.67413886,5.666392864,0.028351925,5.638040939,298,365,452,2.939519253,K0.2Na0.8Sr0.995Eu0.005
19.93,12,0.07,11.93,118,63,8,55,266.8824393,151.964,15.999,135.965,685,185,60,125,7.92,3.44,0,3.44,17,6,1,5,41.4756917,13.618054,5.1390767,8.4789773,218.87,96,4.41,91.59,451.2093221,191.988,10.63748,181.35052,1867.75,720,12.95,707.05,53.2298,41.28,0,41.28,96,72,0.14,71.86,223.0943723,163.416648,0.39692695,163.0197211,298,370,453,2.447158031,Na2.86Sc2P3O12Eu0.07
19.93,12,0.07,11.93,118,63,8,55,266.8824393,151.964,15.999,135.965,685,185,60,125,7.92,3.44,0,3.44,17,6,1,5,41.4756917,13.618054,5.1390767,8.4789773,218.87,96,4.41,91.59,451.2093221,191.988,10.63748,181.35052,1867.75,720,12.95,707.05,53.2298,41.28,0,41.28,96,72,0.14,71.86,223.0943723,163.416648,0.39692695,163.0197211,323,370,453,2.462397998,Na2.86Sc2P3O12Eu0.07
19.93,12,0.07,11.93,118,63,8,55,266.8824393,151.964,15.999,135.965,685,185,60,125,7.92,3.44,0,3.44,17,6,1,5,41.4756917,13.618054,5.1390767,8.4789773,218.87,96,4.41,91.59,451.2093221,191.988,10.63748,181.35052,1867.75,720,12.95,707.05,53.2298,41.28,0,41.28,96,72,0.14,71.86,223.0943723,163.416648,0.39692695,163.0197211,373,370,453,2.477121255,Na2.86Sc2P3O12Eu0.07
19.93,12,0.07,11.93,118,63,8,55,266.8824393,151.964,15.999,135.965,685,185,60,125,7.92,3.44,0,3.44,17,6,1,5,41.4756917,13.618054,5.1390767,8.4789773,218.87,96,4.41,91.59,451.2093221,191.988,10.63748,181.35052,1867.75,720,12.95,707.05,53.2298,41.28,0,41.28,96,72,0.14,71.86,223.0943723,163.416648,0.39692695,163.0197211,473,370,453,2.505149978,Na2.86Sc2P3O12Eu0.07
19.93,12,0.07,11.93,118,63,8,55,266.8824393,151.964,15.999,135.965,685,185,60,125,7.92,3.44,0,3.44,17,6,1,5,41.4756917,13.618054,5.1390767,8.4789773,218.87,96,4.41,91.59,451.2093221,191.988,10.63748,181.35052,1867.75,720,12.95,707.05,53.2298,41.28,0,41.28,96,72,0.14,71.86,223.0943723,163.416648,0.39692695,163.0197211,423,370,453,2.51851394,Na2.86Sc2P3O12Eu0.07
19.97,12,0.03,11.97,118,63,8,55,266.8824393,151.964,15.999,135.965,685,185,60,125,7.92,3.44,0,3.44,17,6,1,5,41.4756917,13.618054,5.1390767,8.4789773,217.23,96,1.89,94.11,446.9699437,191.988,4.55892,187.42908,1874.75,720,5.55,714.45,53.3042,41.28,0,41.28,96,72,0.06,71.94,223.278683,163.416648,0.17011155,163.2465365,298,370,453,2.591064607,Na2.94Sc2P3O12Eu0.03
19.97,12,0.03,11.97,118,63,8,55,266.8824393,151.964,15.999,135.965,685,185,60,125,7.92,3.44,0,3.44,17,6,1,5,41.4756917,13.618054,5.1390767,8.4789773,217.23,96,1.89,94.11,446.9699437,191.988,4.55892,187.42908,1874.75,720,5.55,714.45,53.3042,41.28,0,41.28,96,72,0.06,71.94,223.278683,163.416648,0.17011155,163.2465365,323,370,453,2.602059991,Na2.94Sc2P3O12Eu0.03
19.99,12,0.01,11.99,118,63,8,55,266.8824393,151.964,15.999,135.965,685,185,60,125,7.92,3.44,0,3.44,17,6,1,5,41.4756917,13.618054,5.1390767,8.4789773,216.41,96,0.63,95.37,444.8502544,191.988,1.51964,190.46836,1878.25,720,1.85,718.15,53.3414,41.28,0,41.28,96,72,0.02,71.98,223.3708384,163.416648,0.05670385,163.3599442,298,370,453,2.612783857,Na2.98Sc2P3O12Eu0.01
19.99,12,0.01,11.99,118,63,8,55,266.8824393,151.964,15.999,135.965,685,185,60,125,7.92,3.44,0,3.44,17,6,1,5,41.4756917,13.618054,5.1390767,8.4789773,216.41,96,0.63,95.37,444.8502544,191.988,1.51964,190.46836,1878.25,720,1.85,718.15,53.3414,41.28,0,41.28,96,72,0.02,71.98,223.3708384,163.416648,0.05670385,163.3599442,323,370,453,2.62324929,Na2.98Sc2P3O12Eu0.01
19.99,12,0.01,11.99,118,63,8,55,266.8824393,151.964,15.999,135.965,685,185,60,125,7.92,3.44,0,3.44,17,6,1,5,41.4756917,13.618054,5.1390767,8.4789773,216.41,96,0.63,95.37,444.8502544,191.988,1.51964,190.46836,1878.25,720,1.85,718.15,53.3414,41.28,0,41.28,96,72,0.02,71.98,223.3708384,163.416648,0.05670385,163.3599442,473,370,453,2.62324929,Na2.98Sc2P3O12Eu0.01
19.97,12,0.03,11.97,118,63,8,55,266.8824393,151.964,15.999,135.965,685,185,60,125,7.92,3.44,0,3.44,17,6,1,5,41.4756917,13.618054,5.1390767,8.4789773,217.23,96,1.89,94.11,446.9699437,191.988,4.55892,187.42908,1874.75,720,5.55,714.45,53.3042,41.28,0,41.28,96,72,0.06,71.94,223.278683,163.416648,0.17011155,163.2465365,473,370,453,2.62324929,Na2.94Sc2P3O12Eu0.03
19.99,12,0.01,11.99,118,63,8,55,266.8824393,151.964,15.999,135.965,685,185,60,125,7.92,3.44,0,3.44,17,6,1,5,41.4756917,13.618054,5.1390767,8.4789773,216.41,96,0.63,95.37,444.8502544,191.988,1.51964,190.46836,1878.25,720,1.85,718.15,53.3414,41.28,0,41.28,96,72,0.02,71.98,223.3708384,163.416648,0.05670385,163.3599442,423,370,453,2.633468456,Na2.98Sc2P3O12Eu0.01
