Atomic Ratio_sum,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,ARW_Atomic Number_sum,ARW_Atomic Number_max,ARW_Atomic Number_min,ARW_Atomic Number_diff,ARW_Atomic Weight_sum,ARW_Atomic Weight_max,ARW_Atomic Weight_min,ARW_Atomic Weight_diff,ARW_Atomic Radius_sum,ARW_Atomic Radius_max,ARW_Atomic Radius_min,ARW_Atomic Radius_diff,ARW_EN pauling_sum,ARW_EN pauling_max,ARW_EN pauling_min,ARW_EN pauling_diff,ARW_Valence Electron_sum,ARW_Valence Electron_max,ARW_Valence Electron_min,ARW_Valence Electron_diff,ARW_Ionization Energy_sum,ARW_Ionization Energy_max,ARW_Ionization Energy_min,ARW_Ionization Energy_diff,Temp. (K),Monitoring energy (nm),1st Excitation max. (nm),Formula
6,3,0.13,2.87,107,63,5,58,241.8407693,151.964,10.81,141.154,690,185,60,125,7.41,3.44,0,3.44,14,6,1,5,38.8386899,13.618054,5.1390767,8.4789773,65.59,24,5,19,136.4199493,47.997,10.81,37.187,625.65,180,24.05,155.95,14.16,10.32,0,10.32,24,18,0.26,17.74,60.34685277,40.854162,0.73715005,40.11701195,298,613,395,NaCa0.87BO3Eu0.13
6,3,0.15,2.85,107,63,5,58,241.8407693,151.964,10.81,141.154,690,185,60,125,7.41,3.44,0,3.44,14,6,1,5,38.8386899,13.618054,5.1390767,8.4789773,66.45,24,5,19,138.6576693,47.997,10.81,37.187,625.75,180,27.75,152.25,14.14,10.32,0,10.32,24,18,0.3,17.7,60.33799737,40.854162,0.85055775,40.00360425,298,613,395,NaCa0.85BO3Eu0.15
11.05,8,0.05,7.95,151,63,8,55,357.80997,151.964,15.999,135.965,575,195,60,135,6.17,3.44,0,3.44,16,6,2,4,31.611526,13.618054,5.5769,8.041154,170.15,64,3.15,60.85,376.37867,138.90547,7.5982,131.30727,954.25,480,9.25,470.75,31.88,27.52,0,27.52,61.1,48,0.1,47.9,128.2972253,108.944432,0.28351925,108.6609128,298,613,395,LaV2O8Eu0.05
11,6,0.3,5.7,182,63,5,58,427.9956093,151.964,10.81,141.154,905,215,60,155,8.52,3.44,0,3.44,17,6,1,5,44.1544587,13.618054,5.1390767,8.4789773,180.8,56,10,46,410.9773213,137.327,21.62,115.707,1108.5,360,54,306,26.906,20.64,0,20.64,47.3,36,0.9,35.1,114.4895502,81.708324,1.865178,79.843146,298,613,394,NaBaY0.3B2O6Eu0.7
11,6,0.3,5.7,190,63,5,58,444.10414,151.964,10.81,141.154,945,220,60,160,8.41,3.44,0,3.44,17,6,1,5,43.35604554,13.618054,4.34066354,9.27739046,188.8,56,10,46,427.085852,137.327,21.62,115.707,1148.5,360,54,306,26.796,20.64,0,20.64,47.3,36,0.9,35.1,113.691137,81.708324,1.865178,79.843146,298,613,394,KBaY0.3B2O6Eu0.7
19.25,12,0.25,11.75,177,64,8,56,421.163,157.25,15.999,141.251,570,185,60,125,6.8,3.44,0,3.44,16,6,2,4,32.530665,13.618054,5.670385,7.947669,537.75,384,15.75,368.25,1269.429,943.5,37.991,905.509,1991.25,1080,46.25,1033.75,50.64,41.28,0,41.28,90.5,72,0.5,71.5,208.8254503,163.416648,1.41759625,161.9990518,298,613,394,Gd6MoO12Eu0.25
40.7,25,0.06,24.94,198,63,8,55,472.28047,151.964,15.999,135.965,765,215,60,155,7.33,3.44,0,3.44,17,6,2,4,38.228686,13.618054,5.211664,8.40639,833.26,321.48,3.78,317.7,1910.337691,783.4268508,9.11784,774.3090108,4130.9,1500,11.1,1488.9,107.164,86,0,86,199.04,150,0.12,149.88,442.0020431,340.45135,0.3402231,340.1111269,298,613,394,Ba4La5.64Si6O25Eu0.06
8.12,4,0.12,3.88,116,63,8,55,259.1157693,151.964,15.999,135.965,715,185,60,125,7.27,3.44,0,3.44,15,6,1,5,38.6923539,13.618054,5.1390767,8.4789773,95.56,32,7.56,24.44,196.3742186,63.996,18.23568,45.76032,912.2,360,22.2,337.8,18.52,13.76,0,13.76,32.24,24,0.24,23.76,79.6956538,54.472216,0.6804462,53.7917698,298,613,393,Na2CaSiO4Eu0.12
46,28,0.1,27.9,109,63,3,60,245.954762,151.964,6.94,145.024,670,185,60,125,7.61,3.44,0,3.44,16,6,1,5,41.27999496,13.618054,5.391714761,8.226339239,536.3,224,3,221,1083.696934,447.972,6.94,441.032,4325.5,1782,18.5,1763.5,122.53,96.32,0,96.32,224,168,0.2,167.8,521.1913037,381.305512,0.5670385,380.7384735,298,613,393,Ca9.9LiP7O28Eu0.1
46,28,0.01,27.99,117,63,8,55,262.0045313,151.964,15.999,135.965,705,185,60,125,7.56,3.44,0,3.44,16,6,1,5,41.0273569,13.618054,5.1390767,8.4789773,540.43,224,0.63,223.37,1089.676963,447.972,1.51964,446.45236,4360.05,1798.2,1.85,1796.35,122.57,96.32,0,96.32,224,168,0.02,167.98,520.978515,381.305512,0.05670385,381.2488082,298,613,393,Ca9.99NaP7O28Eu0.01
46,28,0.03,27.97,117,63,8,55,262.0045313,151.964,15.999,135.965,705,185,60,125,7.56,3.44,0,3.44,16,6,1,5,41.0273569,13.618054,5.1390767,8.4789773,541.29,224,1.89,222.11,1091.914683,447.972,4.55892,443.41308,4360.15,1794.6,5.55,1789.05,122.55,96.32,0,96.32,224,168,0.06,167.94,520.9696596,381.305512,0.17011155,381.1354005,298,613,393,Ca9.97NaP7O28Eu0.03
46,28,0.05,27.95,117,63,8,55,262.0045313,151.964,15.999,135.965,705,185,60,125,7.56,3.44,0,3.44,16,6,1,5,41.0273569,13.618054,5.1390767,8.4789773,542.15,224,3.15,220.85,1094.152403,447.972,7.5982,440.3738,4360.25,1791,9.25,1781.75,122.53,96.32,0,96.32,224,168,0.1,167.9,520.9608042,381.305512,0.28351925,381.0219928,298,613,393,Ca9.95NaP7O28Eu0.05
46,28,0.07,27.93,117,63,8,55,262.0045313,151.964,15.999,135.965,705,185,60,125,7.56,3.44,0,3.44,16,6,1,5,41.0273569,13.618054,5.1390767,8.4789773,543.01,224,4.41,219.59,1096.390123,447.972,10.63748,437.33452,4360.35,1787.4,12.95,1774.45,122.51,96.32,0,96.32,224,168,0.14,167.86,520.9519488,381.305512,0.39692695,380.9085851,298,613,393,Ca9.93NaP7O28Eu0.07
46,28,0.09,27.91,117,63,8,55,262.0045313,151.964,15.999,135.965,705,185,60,125,7.56,3.44,0,3.44,16,6,1,5,41.0273569,13.618054,5.1390767,8.4789773,543.87,224,5.67,218.33,1098.627843,447.972,13.67676,434.29524,4360.45,1783.8,16.65,1767.15,122.49,96.32,0,96.32,224,168,0.18,167.82,520.9430934,381.305512,0.51033465,380.7951774,298,613,393,Ca9.91NaP7O28Eu0.09
46,28,0.11,27.89,117,63,8,55,262.0045313,151.964,15.999,135.965,705,185,60,125,7.56,3.44,0,3.44,16,6,1,5,41.0273569,13.618054,5.1390767,8.4789773,544.73,224,6.93,217.07,1100.865563,447.972,16.71604,431.25596,4360.55,1780.2,20.35,1759.85,122.47,96.32,0,96.32,224,168,0.22,167.78,520.934238,381.305512,0.62374235,380.6817697,298,613,393,Ca9.89NaP7O28Eu0.11
46,28,0.13,27.87,117,63,8,55,262.0045313,151.964,15.999,135.965,705,185,60,125,7.56,3.44,0,3.44,16,6,1,5,41.0273569,13.618054,5.1390767,8.4789773,545.59,224,8.19,215.81,1103.103283,447.972,19.75532,428.21668,4360.65,1776.6,24.05,1752.55,122.45,96.32,0,96.32,224,168,0.26,167.74,520.9253826,381.305512,0.73715005,380.568362,298,613,393,Ca9.87NaP7O28Eu0.13
46,28,0.15,27.85,117,63,8,55,262.0045313,151.964,15.999,135.965,705,185,60,125,7.56,3.44,0,3.44,16,6,1,5,41.0273569,13.618054,5.1390767,8.4789773,546.45,224,9.45,214.55,1105.341003,447.972,22.7946,425.1774,4360.75,1773,27.75,1745.25,122.43,96.32,0,96.32,224,168,0.3,167.7,520.9165272,381.305512,0.85055775,380.4549543,298,613,393,Ca9.85NaP7O28Eu0.15
19,12,0.06,11.94,163,63,8,55,375.462602,151.964,15.999,135.965,725,200,60,140,7.8,3.44,0,3.44,18,6,2,4,41.6872522,13.618054,5.670385,7.947669,295.44,114,3.78,110.22,640.4586156,262.86,9.11784,253.74216,1800.3,720,11.1,708.9,51.8468,41.28,0,41.28,95.94,72,0.12,71.88,218.1457551,163.416648,0.3402231,163.0764249,298,613,392,Sr3Y0.94P3O12Eu0.06
22,14,0.1,13.9,206,64,8,56,483.49937,157.25,15.999,141.251,705,185,60,125,7.89,3.44,0,3.44,27,12,2,10,41.591284,13.618054,5.670385,7.947669,486.9,185.6,6.3,179.3,1104.68651,456.025,15.1964,440.8286,2085.5,840,18.5,821.5,59.74,48.16,0,48.16,129,84,0.2,83.8,248.1191509,190.652756,0.5670385,190.0857175,298,613,392,Gd2.9Zn2Nb3O14Eu0.1
22,14,0.2,13.8,206,64,8,56,483.49937,157.25,15.999,141.251,705,185,60,125,7.89,3.44,0,3.44,27,12,2,10,41.591284,13.618054,5.670385,7.947669,486.8,179.2,12.6,166.6,1104.15791,440.3,30.3928,409.9072,2086,840,37,803,59.62,48.16,0,48.16,129,84,0.4,83.6,248.0712098,190.652756,1.134077,189.518679,298,613,392,Gd2.8Zn2Nb3O14Eu0.2
22,14,0.3,13.7,206,64,8,56,483.49937,157.25,15.999,141.251,705,185,60,125,7.89,3.44,0,3.44,27,12,2,10,41.591284,13.618054,5.670385,7.947669,486.7,172.8,18.9,153.9,1103.62931,424.575,45.5892,378.9858,2086.5,840,55.5,784.5,59.5,48.16,0,48.16,129,84,0.6,83.4,248.0232687,190.652756,1.7011155,188.9516405,298,613,392,Gd2.7Zn2Nb3O14Eu0.3
22,14,0.4,13.6,206,64,8,56,483.49937,157.25,15.999,141.251,705,185,60,125,7.89,3.44,0,3.44,27,12,2,10,41.591284,13.618054,5.670385,7.947669,486.6,166.4,25.2,141.2,1103.10071,408.85,60.7856,348.0644,2087,840,74,766,59.38,48.16,0,48.16,129,84,0.8,83.2,247.9753276,190.652756,2.268154,188.384602,298,613,392,Gd2.6Zn2Nb3O14Eu0.4
22,14,0.5,13.5,206,64,8,56,483.49937,157.25,15.999,141.251,705,185,60,125,7.89,3.44,0,3.44,27,12,2,10,41.591284,13.618054,5.670385,7.947669,486.5,160,31.5,128.5,1102.57211,393.125,75.982,317.143,2087.5,840,92.5,747.5,59.26,48.16,0,48.16,129,84,1,83,247.9273865,190.652756,2.8351925,187.8175635,298,613,392,Gd2.5Zn2Nb3O14Eu0.5
16.5,10.5,0.15,10.35,265,64,8,56,625.73521,157.25,15.999,141.251,895,185,60,125,9.42,3.44,0,3.44,22,6,2,4,45.758262,13.618054,5.670385,7.947669,405.85,182.4,9.45,172.95,939.46881,448.1625,22.7946,425.3679,1640.75,630,27.75,602.25,44.32,36.12,0,36.12,81,63,0.3,62.7,181.6870704,142.989567,0.85055775,142.1390093,298,613,392,Gd2.85YSnNbO10.5Eu0.15
16.5,10.5,0.15,10.35,240,63,8,55,557.39105,151.964,15.999,135.965,895,185,60,125,9.44,3.44,0,3.44,23,6,2,4,45.825726,13.618054,5.670385,7.947669,334.6,111.15,9.45,101.7,744.687954,253.381644,22.7946,230.587044,1640.75,630,27.75,602.25,44.377,36.12,0,36.12,83.85,63,0.3,62.7,181.8793428,142.989567,0.85055775,142.1390093,298,613,392,Y2.85YSnNbO10.5Eu0.15
16.5,10.5,0.15,10.35,272,71,8,63,643.45201,174.9668,15.999,158.9678,890,185,60,125,9.22,3.44,0,3.44,22,6,2,4,45.034337,13.618054,5.425871,8.192183,425.8,202.35,9.45,192.9,989.96169,498.65538,22.7946,475.86078,1626.5,630,27.75,602.25,43.75,36.12,0,36.12,81,63,0.3,62.7,179.6238841,142.989567,0.85055775,142.1390093,298,613,392,Lu2.85YSnNbO10.5Eu0.15
16.5,10.5,0.1,10.4,258,63,8,55,607.39068,151.964,15.999,135.965,910,195,60,135,9.32,3.44,0,3.44,23,6,2,4,45.185366,13.618054,5.5769,8.041154,385.6,165.3,6.3,159,886.533973,402.825863,15.1964,387.629463,1684,630,18.5,611.5,44.09,36.12,0,36.12,83.9,63,0.2,62.8,180.0496425,142.989567,0.5670385,142.4225285,298,613,392,La2.9YSnNbO10.5Eu0.1
16.5,10.5,0.3,10.2,258,63,8,55,607.39068,151.964,15.999,135.965,910,195,60,135,9.32,3.44,0,3.44,23,6,2,4,45.185366,13.618054,5.5769,8.041154,386.8,153.9,18.9,135,889.145679,375.044769,45.5892,329.455569,1682,630,55.5,574.5,43.87,36.12,0,36.12,83.7,63,0.6,62.4,180.0683395,142.989567,1.7011155,141.2884515,298,613,392,La2.7YSnNbO10.5Eu0.3
16.5,10.5,0.5,10,258,63,8,55,607.39068,151.964,15.999,135.965,910,195,60,135,9.32,3.44,0,3.44,23,6,2,4,45.185366,13.618054,5.5769,8.041154,388,142.5,31.5,111,891.757385,347.263675,75.982,271.281675,1680,630,92.5,537.5,43.65,36.12,0,36.12,83.5,63,1,62,180.0870365,142.989567,2.8351925,140.1543745,298,613,392,La2.5YSnNbO10.5Eu0.5
16.5,10.5,0.75,9.75,258,63,8,55,607.39068,151.964,15.999,135.965,910,195,60,135,9.32,3.44,0,3.44,23,6,2,4,45.185366,13.618054,5.5769,8.041154,389.5,128.25,39,89.25,895.0220175,312.5373075,88.90584,223.6314675,1677.5,630,138.75,491.25,43.375,36.12,0,36.12,83.25,63,1.5,61.5,180.1104078,142.989567,4.25278875,138.7367783,298,613,392,La2.25YSnNbO10.5Eu0.75
16.5,10.5,1,9.5,258,63,8,55,607.39068,151.964,15.999,135.965,910,195,60,135,9.32,3.44,0,3.44,23,6,2,4,45.185366,13.618054,5.5769,8.041154,391,114,39,75,898.28665,277.81094,88.90584,188.9051,1675,630,145,485,43.1,36.12,0,36.12,83,63,2,61,180.133779,142.989567,5.670385,137.319182,298,613,392,La2YSnNbO10.5Eu1
16.5,10.5,1,9.5,258,63,8,55,607.39068,151.964,15.999,135.965,910,195,60,135,9.32,3.44,0,3.44,23,6,2,4,45.185366,13.618054,5.5769,8.041154,392.5,99.75,39,60.75,901.5512825,243.0845725,88.90584,154.1787325,1672.5,630,145,485,42.825,36.12,0,36.12,82.75,63,2.5,60.5,180.1571503,142.989567,6.21726,136.772307,298,613,392,La1.75YSnNbO10.5Eu1.25
6,3,0.02,2.98,135,63,3,60,323.04,151.964,6.94,145.024,690,215,60,155,7.35,3.44,0,3.44,14,6,1,5,38.18983676,13.618054,5.211664,8.40639,88.14,54.88,1.26,53.62,203.36674,134.58046,3.03928,131.54118,624.4,210.7,3.7,207,14.2122,10.32,0,10.32,24,18,0.04,17.96,59.76473418,40.854162,0.1134077,40.7407543,298,613,325,LiBa0.98BO3Eu0.02
6,3,0.025,2.975,135,63,3,60,323.04,151.964,6.94,145.024,690,215,60,155,7.35,3.44,0,3.44,14,6,1,5,38.18983676,13.618054,5.211664,8.40639,88.175,54.6,1.575,53.025,203.439925,133.893825,3.7991,130.094725,624.25,209.625,4.625,205,14.20775,10.32,0,10.32,24,18,0.05,17.95,59.76702779,40.854162,0.141759625,40.71240238,298,613,325,LiBa0.975BO3Eu0.025
10,6,0.14,5.86,187,64,8,56,438.46,157.25,15.999,141.251,700,185,60,125,7.83,3.44,0,3.44,26,12,2,10,41.660554,13.618054,5.670385,7.947669,227.86,119.04,8.82,110.22,523.00096,292.485,21.27496,271.21004,995.7,360,25.9,334.1,26.062,20.64,0,20.64,56,36,0.28,35.72,110.1631175,81.708324,0.7938539,80.9144701,298,613,270,Gd1.86ZnTiO6Eu0.14
42,26,0.04,25.96,170,65,8,57,395.05135,158.92535,15.999,142.92635,710,185,60,125,6.34,3.44,0,3.44,16,6,2,4,39.4170772,13.618054,5.670385,7.947669,851.92,517.4,2.52,514.88,1935.764346,1265.045786,6.07856,1258.967226,3980.4,1560,7.4,1552.6,102.84,89.44,0,89.44,200,156,0.08,155.92,462.1084758,354.069404,0.2268154,353.8425886,298,613,238,Ca2Tb7.96Si6O26Eu0.04
42,26,0.06,25.94,170,65,8,57,395.05135,158.92535,15.999,142.92635,710,185,60,125,6.34,3.44,0,3.44,16,6,2,4,39.4170772,13.618054,5.670385,7.947669,851.88,516.1,3.78,512.32,1935.625119,1261.867279,9.11784,1252.749439,3980.6,1560,11.1,1548.9,102.84,89.44,0,89.44,200,156,0.12,155.88,462.1046075,354.069404,0.3402231,353.7291809,298,613,238,Ca2Tb7.94Si6O26Eu0.06
42,26,0.08,25.92,170,65,8,57,395.05135,158.92535,15.999,142.92635,710,185,60,125,6.34,3.44,0,3.44,16,6,2,4,39.4170772,13.618054,5.670385,7.947669,851.84,514.8,5.04,509.76,1935.485892,1258.688772,12.15712,1246.531652,3980.8,1560,14.8,1545.2,102.84,89.44,0,89.44,200,156,0.16,155.84,462.1007392,354.069404,0.4536308,353.6157732,298,613,238,Ca2Tb7.92Si6O26Eu0.08
16.14,10,0.14,9.86,136,63,8,55,309.25884,151.964,15.999,135.965,685,185,60,125,7.87,3.44,0,3.44,17,6,2,4,41.303617,13.618054,5.670385,7.947669,220.82,80,8.82,71.18,467.63664,177.81168,21.27496,156.53672,1465.9,600,25.9,574.1,43.85,34.4,0,34.4,80.28,60,0.28,59.72,181.5101979,136.18054,0.7938539,135.3866861,298,613,230,MgY2Si3O10Eu0.14
10.25,6,0.25,5.75,173,63,8,55,407.488,151.964,15.999,135.965,735,200,60,140,7.8,3.44,0,3.44,18,6,2,4,41.6392012,13.618054,5.670385,7.947669,203.75,76,12,64,461.13,175.24,24.305,150.935,1096.25,400,46.25,353.75,25.95,20.64,0,20.64,48.5,36,0.5,35.5,111.1715497,81.708324,1.41759625,80.29072775,298,614,465,Sr2MgTeO6Eu0.25
10,6,0.05,5.95,216,74,3,71,511.743,183.84,6.94,176.9,860,200,60,140,8.72,3.44,0,3.44,29,12,1,11,47.63324996,13.618054,5.391714761,8.226339239,227.5,74,0.15,73.85,519.6372,183.84,0.347,183.493,1026.5,380,7.25,372.75,25.844,20.64,0,20.64,57.95,36,0.05,35.95,110.3399057,81.708324,0.269585738,81.43873826,298,614,462,Sr1.9ZnWO6Li0.05Eu0.05
27,16,0.01,15.99,196,64,5,59,473.35,157.25,10.81,146.44,725,215,60,155,7.57,3.44,0,3.44,15,6,2,4,38.947918,13.618054,5.211664,8.40639,292.99,128,0.63,127.37,647.79814,255.984,1.51964,254.46436,2120.05,960,1.85,958.15,75.478,55.04,0,55.04,127,96,0.02,95.98,303.9277009,217.888864,0.05670385,217.8321602,298,614,396,BaGd0.99B9O16Eu0.01
27,16,0.01,15.99,253,64,5,59,612.25547,157.25,10.81,146.44,920,215,60,155,8.67,3.44,0,3.44,18,6,2,4,44.524818,13.618054,5.211664,8.40639,292.43,128,0.63,127.37,646.3305776,255.984,1.51964,254.46436,2121.25,960,1.85,958.15,75.47,55.04,0,55.04,127.08,96,0.02,95.98,303.8818692,217.888864,0.05670385,217.8321602,298,614,396,BaGd0.91La0.08B9O16Eu0.01
27,16,0.01,15.99,235,64,5,59,562.25584,157.25,10.81,146.44,905,215,60,155,8.79,3.44,0,3.44,18,6,2,4,45.165178,13.618054,5.211664,8.40639,290.99,128,0.63,127.37,642.3306072,255.984,1.51964,254.46436,2120.05,960,1.85,958.15,75.4796,55.04,0,55.04,127.08,96,0.02,95.98,303.933098,217.888864,0.05670385,217.8321602,298,614,396,BaGd0.91Y0.08B9O16Eu0.01
19,9,0.05,8.95,118,63,3,60,274.61884,151.964,6.94,145.024,655,185,60,125,7.68,3.44,0,3.44,15,6,1,5,39.19543276,13.618054,5.391714761,8.226339239,145.2,72,3.15,68.85,310.119748,143.991,7.5982,136.3928,1845.25,870,9.25,860.75,44.119,30.96,0,30.96,71.95,54,0.1,53.9,185.9967478,122.562486,0.28351925,122.2789668,298,614,395,Li6Y0.95B3O9Eu0.05
19,9,0.1,8.9,118,63,3,60,274.61884,151.964,6.94,145.024,655,185,60,125,7.68,3.44,0,3.44,15,6,1,5,39.19543276,13.618054,5.391714761,8.226339239,146.4,72,6.3,65.7,313.272656,143.991,15.1964,128.7946,1845.5,870,18.5,851.5,44.058,30.96,0,30.96,71.9,54,0.2,53.8,185.9694041,122.562486,0.5670385,121.9954475,298,614,395,Li6Y0.9B3O9Eu0.1
19,9,0.2,8.8,118,63,3,60,274.61884,151.964,6.94,145.024,655,185,60,125,7.68,3.44,0,3.44,15,6,1,5,39.19543276,13.618054,5.391714761,8.226339239,148.8,72,12.6,59.4,319.578472,143.991,30.3928,113.5982,1846,870,37,833,43.936,30.96,0,30.96,71.8,54,0.4,53.6,185.9147166,122.562486,1.134077,121.428409,298,614,395,Li6Y0.8B3O9Eu0.2
19,9,0.5,8.5,118,63,3,60,274.61884,151.964,6.94,145.024,655,185,60,125,7.68,3.44,0,3.44,15,6,1,5,39.19543276,13.618054,5.391714761,8.226339239,156,72,15,57,338.49592,143.991,32.43,111.561,1847.5,870,90,780,43.57,30.96,0,30.96,71.5,54,1,53,185.7506541,122.562486,2.8351925,119.7272935,298,614,395,Li6Y0.5B3O9Eu0.5
19,9,1,8,79,63,3,60,185.713,151.964,6.94,145.024,475,185,60,125,6.46,3.44,0,3.44,12,6,1,5,32.97817276,13.618054,5.391714761,8.226339239,168,72,15,57,370.025,151.964,32.43,119.534,1850,870,185,685,42.96,30.96,0,30.96,71,54,2,52,185.4772166,122.562486,5.670385,116.892101,298,614,395,Li6B3O9Eu1
5.019,3,0.009,2.991,214,83,8,75,508.2454,208.9804,15.999,192.9814,740,185,60,125,7.67,3.44,0,3.44,19,6,2,4,39.3210102,13.618054,5.670385,7.947669,85.377,40,0.63,39.37,182.6994636,91.224,1.51964,89.70436,518.29,180,1.44,178.56,12.6671,10.32,0,10.32,24.065,18,0.02,17.98,53.72349069,40.854162,0.05670385,40.79745815,298,614,395,CaZrO3Eu0.01Bi0.009
5.029,3,0.009,2.991,214,83,8,75,508.2454,208.9804,15.999,192.9814,740,185,60,125,7.67,3.44,0,3.44,19,6,2,4,39.3210102,13.618054,5.670385,7.947669,86.007,40,0.747,39.253,184.2191036,91.224,1.8808236,89.3431764,520.14,180,1.44,178.56,12.6671,10.32,0,10.32,24.085,18,0.04,17.96,53.78019454,40.854162,0.065569644,40.78859236,298,614,395,CaZrO3Eu0.02Bi0.009
5.039,3,0.009,2.991,214,83,8,75,508.2454,208.9804,15.999,192.9814,740,185,60,125,7.67,3.44,0,3.44,19,6,2,4,39.3210102,13.618054,5.670385,7.947669,86.637,40,0.747,39.253,185.7387436,91.224,1.8808236,89.3431764,521.99,180,1.44,178.56,12.6671,10.32,0,10.32,24.105,18,0.045,17.955,53.83689839,40.854162,0.065569644,40.78859236,298,614,395,CaZrO3Eu0.03Bi0.009
5.049,3,0.009,2.991,214,83,8,75,508.2454,208.9804,15.999,192.9814,740,185,60,125,7.67,3.44,0,3.44,19,6,2,4,39.3210102,13.618054,5.670385,7.947669,87.267,40,0.747,39.253,187.2583836,91.224,1.8808236,89.3431764,523.84,180,1.44,178.56,12.6671,10.32,0,10.32,24.125,18,0.045,17.955,53.89360224,40.854162,0.065569644,40.78859236,298,614,395,CaZrO3Eu0.04Bi0.009
5.059,3,0.009,2.991,214,83,8,75,508.2454,208.9804,15.999,192.9814,740,185,60,125,7.67,3.44,0,3.44,19,6,2,4,39.3210102,13.618054,5.670385,7.947669,87.897,40,0.747,39.253,188.7780236,91.224,1.8808236,89.3431764,525.69,180,1.44,178.56,12.6671,10.32,0,10.32,24.145,18,0.045,17.955,53.95030609,40.854162,0.065569644,40.78859236,298,614,395,CaZrO3Eu0.05Bi0.009
5.069,3,0.009,2.991,214,83,8,75,508.2454,208.9804,15.999,192.9814,740,185,60,125,7.67,3.44,0,3.44,19,6,2,4,39.3210102,13.618054,5.670385,7.947669,88.527,40,0.747,39.253,190.2976636,91.224,1.8808236,89.3431764,527.54,180,1.44,178.56,12.6671,10.32,0,10.32,24.165,18,0.045,17.955,54.00700994,40.854162,0.065569644,40.78859236,298,614,395,CaZrO3Eu0.06Bi0.009
13,8,0.3,7.7,218,74,8,66,510.780902,183.84,15.999,167.841,880,220,60,160,9.37,3.44,0,3.44,23,6,1,5,48.19707854,13.618054,4.34066354,9.27739046,246.8,74,11.7,62.3,554.048914,183.84,26.671752,157.168248,1338.5,480,54,426,33.416,27.52,0,27.52,63.3,48,0.9,47.1,141.8109226,108.944432,1.865178,107.079254,298,614,394,K2Y0.3WO8PEu0.7
62,36,0.2,35.8,208,73,8,65,490.4944113,180.94788,15.999,164.94888,870,200,60,140,9.01,3.44,0,3.44,21,6,1,5,48.1586389,13.618054,5.1390767,8.4789773,793,288,12.6,275.4,1703.599419,575.964,30.3928,545.5712,6087,2340,37,2303,160.35,123.84,0,123.84,288,216,0.4,215.6,677.9220931,490.249944,1.134077,489.115867,298,614,394,Na13Sr1.8Ta2P9O36Eu0.2
10,6,0.05,5.95,258,74,3,71,607.693,183.84,6.94,176.9,1005,200,60,140,10.88,3.44,0,3.44,35,12,1,11,54.72567996,13.618054,5.391714761,8.226339239,221.1,72.2,0.15,72.05,502.0592,166.478,0.347,166.131,1028.5,380,7.25,372.75,25.936,20.64,0,20.64,57.95,36,0.05,35.95,110.1855857,81.708324,0.269585738,81.43873826,298,614,393,Sr1.9ZnW0.8Mo0.2O6Li0.05Eu0.05
10,6,0.05,5.95,258,74,3,71,607.693,183.84,6.94,176.9,1005,200,60,140,10.88,3.44,0,3.44,35,12,1,11,54.72567996,13.618054,5.391714761,8.226339239,214.7,72.2,0.15,72.05,484.4812,166.478,0.347,166.131,1030.5,380,7.25,372.75,26.028,20.64,0,20.64,57.95,36,0.05,35.95,110.0312657,81.708324,0.269585738,81.43873826,298,614,393,Sr1.9ZnW0.6Mo0.4O6Li0.05Eu0.05
10,6,0.05,5.95,258,74,3,71,607.693,183.84,6.94,176.9,1005,200,60,140,10.88,3.44,0,3.44,35,12,1,11,54.72567996,13.618054,5.391714761,8.226339239,208.3,72.2,0.15,72.05,466.9032,166.478,0.347,166.131,1032.5,380,7.25,372.75,26.12,20.64,0,20.64,57.95,36,0.05,35.95,109.8769457,81.708324,0.269585738,81.43873826,298,614,393,Sr1.9ZnW0.4Mo0.6O6Li0.05Eu0.05
10,6,0.05,5.95,258,74,3,71,607.693,183.84,6.94,176.9,1005,200,60,140,10.88,3.44,0,3.44,35,12,1,11,54.72567996,13.618054,5.391714761,8.226339239,201.9,72.2,0.15,72.05,449.3252,166.478,0.347,166.131,1034.5,380,7.25,372.75,26.212,20.64,0,20.64,57.95,36,0.05,35.95,109.7226257,81.708324,0.269585738,81.43873826,298,614,393,Sr1.9ZnW0.2Mo0.8O6Li0.05Eu0.05
10,6,0.05,5.95,184,63,3,60,423.853,151.964,6.94,145.024,870,200,60,140,9.18,3.44,0,3.44,29,12,1,11,46.86164996,13.618054,5.391714761,8.226339239,195.5,72.2,0.15,72.05,431.7472,166.478,0.347,166.131,1036.5,380,7.25,372.75,26.304,20.64,0,20.64,57.95,36,0.05,35.95,109.5683057,81.708324,0.269585738,81.43873826,298,614,393,Sr1.9ZnMoO6Li0.05Eu0.05
