Atomic Ratio_sum,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,ARW_Atomic Number_sum,ARW_Atomic Number_max,ARW_Atomic Number_min,ARW_Atomic Number_diff,ARW_Atomic Weight_sum,ARW_Atomic Weight_max,ARW_Atomic Weight_min,ARW_Atomic Weight_diff,ARW_Atomic Radius_sum,ARW_Atomic Radius_max,ARW_Atomic Radius_min,ARW_Atomic Radius_diff,ARW_EN pauling_sum,ARW_EN pauling_max,ARW_EN pauling_min,ARW_EN pauling_diff,ARW_Valence Electron_sum,ARW_Valence Electron_max,ARW_Valence Electron_min,ARW_Valence Electron_diff,ARW_Ionization Energy_sum,ARW_Ionization Energy_max,ARW_Ionization Energy_min,ARW_Ionization Energy_diff,Temp. (K),Monitoring energy (nm),2nd Excitation max. (nm),Formula
20.4,12,0.3,11.7,136,63,8,55,310.8323713,151.964,15.999,135.965,705,185,60,125,7.78,3.44,0,3.44,17,6,1,5,41.1314617,13.618054,5.1390767,8.4789773,258,96,18.9,77.1,546.6204154,191.988,45.5892,146.3988,1993.5,720,55.5,664.5,53.028,41.28,0,41.28,95.7,72,0.6,71.4,224.4043876,163.416648,1.7011155,161.7155325,298,610,319,Na3.6Y1.5P3O12Eu0.3
9.2,6,0.2,5.8,184,71,8,63,438.8798,174.9668,15.999,158.9678,565,185,60,125,6.6,3.44,0,3.44,16,6,2,4,31.80674,13.618054,5.425871,8.192183,244.6,142,12.6,129.4,572.2704,349.9336,30.3928,319.5408,892,360,37,323,24.8,20.64,0,20.64,46.4,36,0.4,35.6,100.786573,81.708324,1.134077,80.574247,298,610,363,Lu2MoO6Eu0.2
9.01,6,0.01,5.99,184,71,8,63,438.8798,174.9668,15.999,158.9678,565,185,60,125,6.6,3.44,0,3.44,16,6,2,4,31.80674,13.618054,5.425871,8.192183,232.63,142,0.63,141.37,543.39724,349.9336,1.51964,348.41396,856.85,360,1.85,358.15,24.8,20.64,0,20.64,46.02,36,0.02,35.98,99.70919985,81.708324,0.05670385,81.65162015,298,610,462,Lu2MoO6Eu0.01
9.03,6,0.03,5.97,184,71,8,63,438.8798,174.9668,15.999,158.9678,565,185,60,125,6.6,3.44,0,3.44,16,6,2,4,31.80674,13.618054,5.425871,8.192183,233.89,142,1.89,140.11,546.43652,349.9336,4.55892,345.37468,860.55,360,5.55,354.45,24.8,20.64,0,20.64,46.06,36,0.06,35.94,99.82260755,81.708324,0.17011155,81.53821245,298,610,462,Lu2MoO6Eu0.03
9.05,6,0.05,5.95,184,71,8,63,438.8798,174.9668,15.999,158.9678,565,185,60,125,6.6,3.44,0,3.44,16,6,2,4,31.80674,13.618054,5.425871,8.192183,235.15,142,3.15,138.85,549.4758,349.9336,7.5982,342.3354,864.25,360,9.25,350.75,24.8,20.64,0,20.64,46.1,36,0.1,35.9,99.93601525,81.708324,0.28351925,81.42480475,298,610,462,Lu2MoO6Eu0.05
9.1,6,0.1,5.9,184,71,8,63,438.8798,174.9668,15.999,158.9678,565,185,60,125,6.6,3.44,0,3.44,16,6,2,4,31.80674,13.618054,5.425871,8.192183,238.3,142,6.3,135.7,557.074,349.9336,15.1964,334.7372,873.5,360,18.5,341.5,24.8,20.64,0,20.64,46.2,36,0.2,35.8,100.2195345,81.708324,0.5670385,81.1412855,298,610,462,Lu2MoO6Eu0.1
9.4,6,0.4,5.6,184,71,8,63,438.8798,174.9668,15.999,158.9678,565,185,60,125,6.6,3.44,0,3.44,16,6,2,4,31.80674,13.618054,5.425871,8.192183,257.2,142,25.2,116.8,602.6632,349.9336,60.7856,289.148,929,360,74,286,24.8,20.64,0,20.64,46.8,36,0.8,35.2,101.92065,81.708324,2.268154,79.44017,298,610,462,Lu2MoO6Eu0.4
9.3,6,0.3,5.7,177,64,8,56,421.163,157.25,15.999,141.251,570,185,60,125,6.8,3.44,0,3.44,16,6,2,4,32.530665,13.618054,5.670385,7.947669,236.9,128,18.9,109.1,552.0332,314.5,45.5892,268.9108,920.5,360,55.5,304.5,25.2,20.64,0,20.64,46.6,36,0.6,35.4,102.8014615,81.708324,1.7011155,80.0072085,298,610,463,Gd2MoO6Eu0.3
19.8,12,0.2,11.8,154,63,8,55,353.80384,151.964,15.999,135.965,700,185,60,125,7.98,3.44,0,3.44,17,6,2,4,41.051369,13.618054,5.670385,7.947669,303,96,12.6,83.4,655.435144,217.89,30.3928,187.4972,1870,720,37,683,53.192,41.28,0,41.28,95.2,72,0.4,71.6,221.135351,163.416648,1.134077,162.282571,298,610,464,Mg3Y1.6Ge3O12Eu0.2
19.6,12,0.4,11.6,154,63,8,55,353.80384,151.964,15.999,135.965,700,185,60,125,7.98,3.44,0,3.44,17,6,2,4,41.051369,13.618054,5.670385,7.947669,300,96,25.2,70.8,650.265608,217.89,60.7856,157.1044,1835,720,74,646,52.704,41.28,0,41.28,94.4,72,0.8,71.2,219.782524,163.416648,2.268154,161.148494,298,610,464,Mg3Y1.2Ge3O12Eu0.4
19.5,12,0.5,11.5,154,63,8,55,353.80384,151.964,15.999,135.965,700,185,60,125,7.98,3.44,0,3.44,17,6,2,4,41.051369,13.618054,5.670385,7.947669,298.5,96,31.5,64.5,647.68084,217.89,72.915,144.975,1817.5,720,92.5,627.5,52.46,41.28,0,41.28,94,72,1,71,219.1061105,163.416648,2.8351925,160.5814555,298,610,464,Mg3YGe3O12Eu0.5
19.2,12,0.4,11.6,154,63,8,55,353.80384,151.964,15.999,135.965,700,185,60,125,7.98,3.44,0,3.44,17,6,2,4,41.051369,13.618054,5.670385,7.947669,294,96,15.6,80.4,639.926536,217.89,35.562336,182.327664,1765,720,72,648,51.728,41.28,0,41.28,92.8,72,1.2,70.8,217.07687,163.416648,2.486904,160.929744,298,610,464,Mg3Y0.4Ge3O12Eu0.8
19,12,1,11,115,63,8,55,264.898,151.964,15.999,135.965,520,185,60,125,6.76,3.44,0,3.44,14,6,2,4,34.834109,13.618054,5.670385,7.947669,291,96,36,60,634.757,217.89,72.915,144.975,1730,720,185,535,51.24,41.28,0,41.28,92,72,2,70,215.724043,163.416648,5.670385,157.746263,298,610,464,Mg3Ge3O12Eu1
10,6,0.2,5.8,217,63,8,55,516.24847,151.964,15.999,135.965,785,200,60,140,7.54,3.44,0,3.44,18,6,2,4,39.1685952,13.618054,5.5769,8.041154,233.2,76,12.6,63.4,534.511176,175.24,30.3928,144.8472,1098,400,37,363,25.47,20.64,0,20.64,47.8,36,0.4,35.6,107.3020444,81.708324,1.134077,80.574247,298,610,465,Sr2La0.8SbO6Eu0.2
23.4,12,0.4,11.6,202,63,3,60,475.64647,151.964,6.94,145.024,910,195,60,135,8.57,3.44,0,3.44,19,6,1,5,44.97859796,13.618054,5.391714761,8.226339239,375.2,114,18,96,855.82254,277.81094,40.078,237.73294,2524,870,74,796,54.46,41.28,0,41.28,96.8,72,0.8,71.2,232.5188238,163.416648,2.268154,161.148494,298,611,394,Li6CaLa2Sb2O12Eu0.4
45,28,0.05,27.95,193,63,8,55,443.300232,151.964,15.999,135.965,855,195,60,135,9.38,3.44,0,3.44,30,12,2,10,50.8593792,13.618054,5.5769,8.041154,576.3,224,3.15,220.85,1190.35073,447.972,7.5982,440.3738,4149.5,1680,9.25,1670.75,122.345,96.32,0,96.32,233.95,168,0.1,167.9,518.5933289,381.305512,0.28351925,381.0219928,298,611,462,Ca8ZnLa0.95P7O28Eu0.05
45,28,0.1,27.9,193,63,8,55,443.300232,151.964,15.999,135.965,855,195,60,135,9.38,3.44,0,3.44,30,12,2,10,50.8593792,13.618054,5.5769,8.041154,576.6,224,6.3,217.7,1191.003657,447.972,15.1964,432.7756,4149,1680,18.5,1661.5,122.29,96.32,0,96.32,233.9,168,0.2,167.8,518.5980031,381.305512,0.5670385,380.7384735,298,611,462,Ca8ZnLa0.9P7O28Eu0.1
45,28,0.3,27.7,193,63,8,55,443.300232,151.964,15.999,135.965,855,195,60,135,9.38,3.44,0,3.44,30,12,2,10,50.8593792,13.618054,5.5769,8.041154,577.8,224,18.9,205.1,1193.615363,447.972,45.5892,402.3828,4147,1680,55.5,1624.5,122.07,96.32,0,96.32,233.7,168,0.6,167.4,518.6167001,381.305512,1.7011155,379.6043965,298,611,462,Ca8ZnLa0.7P7O28Eu0.3
45,28,0.5,27.5,193,63,8,55,443.300232,151.964,15.999,135.965,855,195,60,135,9.38,3.44,0,3.44,30,12,2,10,50.8593792,13.618054,5.5769,8.041154,579,224,28.5,195.5,1196.227069,447.972,65.38,382.592,4145,1680,92.5,1587.5,121.85,96.32,0,96.32,233.5,168,1,167,518.6353971,381.305512,2.78845,378.517062,298,611,462,Ca8ZnLa0.5P7O28Eu0.5
45,28,0.3,27.7,193,63,8,55,443.300232,151.964,15.999,135.965,855,195,60,135,9.38,3.44,0,3.44,30,12,2,10,50.8593792,13.618054,5.5769,8.041154,580.2,224,17.1,206.9,1198.838775,447.972,41.671641,406.300359,4143,1680,58.5,1621.5,121.63,96.32,0,96.32,233.3,168,0.9,167.1,518.6540941,381.305512,1.67307,379.632442,298,611,462,Ca8ZnLa0.3P7O28Eu0.7
45,28,0.1,27.9,193,63,8,55,443.300232,151.964,15.999,135.965,855,195,60,135,9.38,3.44,0,3.44,30,12,2,10,50.8593792,13.618054,5.5769,8.041154,581.4,224,5.7,218.3,1201.450481,447.972,13.890547,434.081453,4141,1680,19.5,1660.5,121.41,96.32,0,96.32,233.1,168,0.3,167.7,518.6727911,381.305512,0.55769,380.747822,298,611,462,Ca8ZnLa0.1P7O28Eu0.9
45,28,1,27,136,63,8,55,304.394762,151.964,15.999,135.965,660,185,60,125,8.28,3.44,0,3.44,27,12,2,10,45.2824792,13.618054,5.670385,7.947669,582,224,30,194,1202.756334,447.972,65.38,382.592,4140,1680,135,1545,121.3,96.32,0,96.32,233,168,2,166,518.6821396,381.305512,5.670385,375.635127,298,611,462,Ca8ZnP7O28Eu1
20.08,12,0.08,11.92,183,63,8,55,415.1523785,151.964,15.999,135.965,885,185,60,125,8.6,3.44,0,3.44,20,6,2,4,44.2385226,13.618054,5.670385,7.947669,299.04,96,5.04,90.96,636.5995755,191.988,12.15712,179.83088,1959.8,720,14.8,705.2,51.99,41.28,0,41.28,96.16,72,0.16,71.84,213.5389544,163.416648,0.4536308,162.9630172,298,611,465,Ca2YZr2Al3O12Eu0.08
20.4,12,0.4,11.6,165,63,3,60,391.40884,151.964,6.94,145.024,710,185,60,125,7.74,3.44,0,3.44,18,6,1,5,39.90707376,13.618054,5.391714761,8.226339239,351.2,117,9,108,795.51112,266.71752,20.82,245.89752,2049,720,74,646,52.08,41.28,0,41.28,96.8,72,0.8,71.2,218.5310463,163.416648,2.268154,161.148494,298,611,465,Li3Y3Te2O12Eu0.4
21,12,1,11,165,63,3,60,391.40884,151.964,6.94,145.024,710,185,60,125,7.74,3.44,0,3.44,18,6,1,5,39.90707376,13.618054,5.391714761,8.226339239,389,117,9,108,886.68952,266.71752,20.82,245.89752,2160,720,185,535,52.08,41.28,0,41.28,98,72,2,70,221.9332773,163.416648,5.670385,157.746263,298,611,465,Li3Y3Te2O12Eu1
12.05,4,0.05,3.95,179,64,8,56,415.2631652,157.25,15.999,141.251,755,185,50,135,11.81,3.98,0,3.98,24,7,2,5,59.4608962,17.42282,5.670385,11.752435,190.15,64,3.15,60.85,415.9675746,157.25,7.5982,149.6518,1089.25,360,9.25,350.75,35.07,15.92,0,15.92,63.1,28,0.1,27.9,153.3098077,69.69128,0.28351925,69.40776075,298,611,465,Ca2GdF4PO4Eu0.05
12.05,4,0.05,3.95,154,63,8,55,346.9190052,151.964,15.999,135.965,755,185,50,135,11.83,3.98,0,3.98,25,7,2,5,59.5283602,17.42282,5.670385,11.752435,165.15,40,3.15,36.85,347.6234147,88.90584,7.5982,81.30764,1089.25,360,9.25,350.75,35.09,15.92,0,15.92,64.1,28,0.1,27.9,153.3772717,69.69128,0.28351925,69.40776075,298,611,465,Ca2YF4PO4Eu0.05
92,56,0.2,55.8,192,83,3,80,454.935162,208.9804,6.94,202.0404,830,185,60,125,9.51,3.44,0,3.44,21,6,1,5,48.56551096,13.618054,5.391714761,8.226339239,1106,448,9,439,2269.377788,895.944,20.82,875.124,8600,3360,37,3323,245.76,192.64,0,192.64,449.4,336,0.4,335.6,1042.599056,762.611024,1.134077,761.476947,298,612,376,Ca18Li3Bi0.8P14O56Eu0.2
92,56,0.4,55.6,192,83,3,80,454.935162,208.9804,6.94,202.0404,830,185,60,125,9.51,3.44,0,3.44,21,6,1,5,48.56551096,13.618054,5.391714761,8.226339239,1102,448,9,439,2257.974508,895.944,20.82,875.124,8605,3360,74,3286,245.38,192.64,0,192.64,448.8,336,0.8,335.2,1042.276029,762.611024,2.268154,760.34287,298,612,376,Ca18Li3Bi0.6P14O56Eu0.4
92,56,0.4,55.6,192,83,3,80,454.935162,208.9804,6.94,202.0404,830,185,60,125,9.51,3.44,0,3.44,21,6,1,5,48.56551096,13.618054,5.391714761,8.226339239,1098,448,9,439,2246.571228,895.944,20.82,875.124,8610,3360,64,3296,245,192.64,0,192.64,448.2,336,1.2,334.8,1041.953003,762.611024,2.9142064,759.6968176,298,612,376,Ca18Li3Bi0.4P14O56Eu0.6
92,56,0.2,55.8,192,83,3,80,454.935162,208.9804,6.94,202.0404,830,185,60,125,9.51,3.44,0,3.44,21,6,1,5,48.56551096,13.618054,5.391714761,8.226339239,1094,448,9,439,2235.167948,895.944,20.82,875.124,8615,3360,32,3328,244.62,192.64,0,192.64,447.6,336,1,335,1041.629977,762.611024,1.4571032,761.1539208,298,612,376,Ca18Li3Bi0.2P14O56Eu0.8
92,56,1,55,109,63,3,60,245.954762,151.964,6.94,145.024,670,185,60,125,7.61,3.44,0,3.44,16,6,1,5,41.27999496,13.618054,5.391714761,8.226339239,1090,448,9,439,2223.764668,895.944,20.82,875.124,8620,3360,185,3175,244.24,192.64,0,192.64,447,336,2,334,1041.306951,762.611024,5.670385,756.940639,298,612,376,Ca18Li3P14O56Eu1
7,4,0.09,3.91,179,63,8,55,421.731562,151.964,15.999,135.965,795,235,60,175,7.34,3.44,0,3.44,16,6,1,5,39.163917,13.618054,4.177128,9.440926,138.92,45.92,5.67,40.25,314.414564,112.60814,13.67676,98.93138,789.1,256.15,16.65,239.5,17.5736,13.76,0,13.76,31.91,24,0.18,23.82,74.29587065,54.472216,0.51033465,53.96188135,298,612,462,Rb1.09Ba0.82PO4Eu0.09
19,12,0.05,11.95,207,83,8,75,495.537162,208.9804,15.999,192.9814,705,200,60,140,8.48,3.44,0,3.44,20,6,2,4,42.7555082,13.618054,5.670385,7.947669,337,114,3.15,110.85,753.898866,262.86,7.5982,255.2618,1781.25,720,9.25,710.75,52.505,41.28,0,41.28,97.85,72,0.1,71.9,219.1660671,163.416648,0.28351925,163.1331288,298,612,464,Sr3Bi0.95P3O12Eu0.05
36.91,24,0.03,23.97,191,63,8,55,451.081762,151.964,15.999,135.965,715,215,60,155,8.3,3.44,0,3.44,18,6,2,4,40.7731442,13.618054,5.211664,8.40639,642.01,192,1.89,190.11,1431.852332,445.49384,4.55892,440.93492,3291.95,1440,5.55,1434.45,105.2764,82.56,0,82.56,191.7,144,0.06,143.94,428.0095737,326.833296,0.17011155,326.6631845,298,612,465,Ba3In3.88P6O24Eu0.03
17.005,9,0.005,8.995,133,63,5,58,305.4913,151.964,10.81,141.154,750,220,60,160,7.25,3.44,0,3.44,14,6,1,5,37.62198874,13.618054,4.34066354,9.27739046,257.935,151.24,0.315,150.925,565.788686,348.7276,0.75982,347.96778,1816.325,796,0.925,795.075,41.6974,30.96,0,30.96,71.99,54,0.01,53.99,174.5779432,122.562486,0.028351925,122.5341341,298,612,466,K1.02Sr3.98B3O9Eu0.005
13.04,8,0.04,7.96,106,63,8,55,239.014762,151.964,15.999,135.965,525,185,60,125,6.63,3.44,0,3.44,15,6,2,4,35.8882802,13.618054,5.670385,7.947669,156.52,64,2.52,61.48,316.252084,127.992,6.07856,121.91344,1227.4,540,7.4,532.6,34.9,27.52,0,27.52,64.08,48,0.08,47.92,148.484085,108.944432,0.2268154,108.7176166,298,613,375,Ca3P2O8Eu0.04
22,13,0.35,12.65,153,63,5,58,357.75647,151.964,10.81,141.154,705,195,60,135,7.58,3.44,0,3.44,16,6,2,4,39.2765132,13.618054,5.5769,8.041154,218.1,104,20,84,467.2109555,207.987,40.078,167.909,1746.5,780,64.75,715.25,60.715,44.72,0,44.72,103.65,78,0.7,77.3,246.84361,177.034702,1.98463475,175.0500673,298,613,378,CaLa0.65B7O13Eu0.35
46,28,0.01,27.99,117,63,8,55,262.0045313,151.964,15.999,135.965,705,185,60,125,7.56,3.44,0,3.44,16,6,1,5,41.0273569,13.618054,5.1390767,8.4789773,540.43,224,0.63,223.37,1089.676963,447.972,1.51964,446.45236,4360.05,1798.2,1.85,1796.35,122.57,96.32,0,96.32,224,168,0.02,167.98,520.978515,381.305512,0.05670385,381.2488082,298,613,380,Ca9.99NaP7O28Eu0.01
46,28,0.03,27.97,117,63,8,55,262.0045313,151.964,15.999,135.965,705,185,60,125,7.56,3.44,0,3.44,16,6,1,5,41.0273569,13.618054,5.1390767,8.4789773,541.29,224,1.89,222.11,1091.914683,447.972,4.55892,443.41308,4360.15,1794.6,5.55,1789.05,122.55,96.32,0,96.32,224,168,0.06,167.94,520.9696596,381.305512,0.17011155,381.1354005,298,613,380,Ca9.97NaP7O28Eu0.03
46,28,0.05,27.95,117,63,8,55,262.0045313,151.964,15.999,135.965,705,185,60,125,7.56,3.44,0,3.44,16,6,1,5,41.0273569,13.618054,5.1390767,8.4789773,542.15,224,3.15,220.85,1094.152403,447.972,7.5982,440.3738,4360.25,1791,9.25,1781.75,122.53,96.32,0,96.32,224,168,0.1,167.9,520.9608042,381.305512,0.28351925,381.0219928,298,613,380,Ca9.95NaP7O28Eu0.05
46,28,0.07,27.93,117,63,8,55,262.0045313,151.964,15.999,135.965,705,185,60,125,7.56,3.44,0,3.44,16,6,1,5,41.0273569,13.618054,5.1390767,8.4789773,543.01,224,4.41,219.59,1096.390123,447.972,10.63748,437.33452,4360.35,1787.4,12.95,1774.45,122.51,96.32,0,96.32,224,168,0.14,167.86,520.9519488,381.305512,0.39692695,380.9085851,298,613,380,Ca9.93NaP7O28Eu0.07
46,28,0.09,27.91,117,63,8,55,262.0045313,151.964,15.999,135.965,705,185,60,125,7.56,3.44,0,3.44,16,6,1,5,41.0273569,13.618054,5.1390767,8.4789773,543.87,224,5.67,218.33,1098.627843,447.972,13.67676,434.29524,4360.45,1783.8,16.65,1767.15,122.49,96.32,0,96.32,224,168,0.18,167.82,520.9430934,381.305512,0.51033465,380.7951774,298,613,380,Ca9.91NaP7O28Eu0.09
46,28,0.11,27.89,117,63,8,55,262.0045313,151.964,15.999,135.965,705,185,60,125,7.56,3.44,0,3.44,16,6,1,5,41.0273569,13.618054,5.1390767,8.4789773,544.73,224,6.93,217.07,1100.865563,447.972,16.71604,431.25596,4360.55,1780.2,20.35,1759.85,122.47,96.32,0,96.32,224,168,0.22,167.78,520.934238,381.305512,0.62374235,380.6817697,298,613,380,Ca9.89NaP7O28Eu0.11
46,28,0.13,27.87,117,63,8,55,262.0045313,151.964,15.999,135.965,705,185,60,125,7.56,3.44,0,3.44,16,6,1,5,41.0273569,13.618054,5.1390767,8.4789773,545.59,224,8.19,215.81,1103.103283,447.972,19.75532,428.21668,4360.65,1776.6,24.05,1752.55,122.45,96.32,0,96.32,224,168,0.26,167.74,520.9253826,381.305512,0.73715005,380.568362,298,613,380,Ca9.87NaP7O28Eu0.13
46,28,0.15,27.85,117,63,8,55,262.0045313,151.964,15.999,135.965,705,185,60,125,7.56,3.44,0,3.44,16,6,1,5,41.0273569,13.618054,5.1390767,8.4789773,546.45,224,9.45,214.55,1105.341003,447.972,22.7946,425.1774,4360.75,1773,27.75,1745.25,122.43,96.32,0,96.32,224,168,0.3,167.7,520.9165272,381.305512,0.85055775,380.4549543,298,613,380,Ca9.85NaP7O28Eu0.15
6,3,0.01,2.99,107,63,5,58,241.8407693,151.964,10.81,141.154,690,185,60,125,7.41,3.44,0,3.44,14,6,1,5,38.8386899,13.618054,5.1390767,8.4789773,60.43,24,0.63,23.37,122.9936293,47.997,1.51964,46.47736,625.05,180,1.85,178.15,14.28,10.32,0,10.32,24,18,0.02,17.98,60.3999852,40.854162,0.05670385,40.79745815,298,613,381,NaCa0.99BO3Eu0.01
6,3,0.03,2.97,107,63,5,58,241.8407693,151.964,10.81,141.154,690,185,60,125,7.41,3.44,0,3.44,14,6,1,5,38.8386899,13.618054,5.1390767,8.4789773,61.29,24,1.89,22.11,125.2313493,47.997,4.55892,43.43808,625.15,180,5.55,174.45,14.26,10.32,0,10.32,24,18,0.06,17.94,60.39112979,40.854162,0.17011155,40.68405045,298,613,381,NaCa0.97BO3Eu0.03
6,3,0.05,2.95,107,63,5,58,241.8407693,151.964,10.81,141.154,690,185,60,125,7.41,3.44,0,3.44,14,6,1,5,38.8386899,13.618054,5.1390767,8.4789773,62.15,24,3.15,20.85,127.4690693,47.997,7.5982,40.3988,625.25,180,9.25,170.75,14.24,10.32,0,10.32,24,18,0.1,17.9,60.38227439,40.854162,0.28351925,40.57064275,298,613,381,NaCa0.95BO3Eu0.05
6,3,0.07,2.93,107,63,5,58,241.8407693,151.964,10.81,141.154,690,185,60,125,7.41,3.44,0,3.44,14,6,1,5,38.8386899,13.618054,5.1390767,8.4789773,63.01,24,4.41,19.59,129.7067893,47.997,10.63748,37.35952,625.35,180,12.95,167.05,14.22,10.32,0,10.32,24,18,0.14,17.86,60.37341899,40.854162,0.39692695,40.45723505,298,613,381,NaCa0.93BO3Eu0.07
6,3,0.09,2.91,107,63,5,58,241.8407693,151.964,10.81,141.154,690,185,60,125,7.41,3.44,0,3.44,14,6,1,5,38.8386899,13.618054,5.1390767,8.4789773,63.87,24,5,19,131.9445093,47.997,10.81,37.187,625.45,180,16.65,163.35,14.2,10.32,0,10.32,24,18,0.18,17.82,60.36456358,40.854162,0.51033465,40.34382735,298,613,381,NaCa0.91BO3Eu0.09
6,3,0.11,2.89,107,63,5,58,241.8407693,151.964,10.81,141.154,690,185,60,125,7.41,3.44,0,3.44,14,6,1,5,38.8386899,13.618054,5.1390767,8.4789773,64.73,24,5,19,134.1822293,47.997,10.81,37.187,625.55,180,20.35,159.65,14.18,10.32,0,10.32,24,18,0.22,17.78,60.35570818,40.854162,0.62374235,40.23041965,298,613,381,NaCa0.89BO3Eu0.11
6,3,0.13,2.87,107,63,5,58,241.8407693,151.964,10.81,141.154,690,185,60,125,7.41,3.44,0,3.44,14,6,1,5,38.8386899,13.618054,5.1390767,8.4789773,65.59,24,5,19,136.4199493,47.997,10.81,37.187,625.65,180,24.05,155.95,14.16,10.32,0,10.32,24,18,0.26,17.74,60.34685277,40.854162,0.73715005,40.11701195,298,613,381,NaCa0.87BO3Eu0.13
6,3,0.15,2.85,107,63,5,58,241.8407693,151.964,10.81,141.154,690,185,60,125,7.41,3.44,0,3.44,14,6,1,5,38.8386899,13.618054,5.1390767,8.4789773,66.45,24,5,19,138.6576693,47.997,10.81,37.187,625.75,180,27.75,152.25,14.14,10.32,0,10.32,24,18,0.3,17.7,60.33799737,40.854162,0.85055775,40.00360425,298,613,381,NaCa0.85BO3Eu0.15
10.98,7,0.02,6.98,244,83,8,75,592.1634,208.9804,15.999,192.9814,745,200,60,140,8.39,3.44,0,3.44,21,6,2,4,41.2784822,13.618054,5.670385,7.947669,309.94,162.68,1.26,161.42,739.853864,409.601584,3.03928,406.562304,1077.3,420,3.7,416.3,30.854,24.08,0,24.08,59.84,42,0.04,41.96,124.4239243,95.326378,0.1134077,95.2129703,298,613,394,SrBi1.96TeO7Eu0.02
10.85,7,0.15,6.85,244,83,8,75,592.1634,208.9804,15.999,192.9814,745,200,60,140,8.39,3.44,0,3.44,21,6,2,4,41.2784822,13.618054,5.670385,7.947669,296.55,141.1,9.45,131.65,705.27428,355.26668,22.7946,332.47208,1059.75,420,27.75,392.25,30.36,24.08,0,24.08,58.8,42,0.3,41.7,123.2668402,95.326378,0.85055775,94.47582025,298,613,394,SrBi1.7TeO7Eu0.15
10.7,7,0.3,6.7,244,83,8,75,592.1634,208.9804,15.999,192.9814,745,200,60,140,8.39,3.44,0,3.44,21,6,2,4,41.2784822,13.618054,5.670385,7.947669,281.1,116.2,18.9,97.3,665.37476,292.57256,45.5892,246.98336,1039.5,420,55.5,364.5,29.79,24.08,0,24.08,57.6,42,0.6,41.4,121.9317431,95.326378,1.7011155,93.6252625,298,613,394,SrBi1.4TeO7Eu0.3
13.45,8,0.45,7.55,182,63,8,55,420.8777393,151.964,15.999,135.965,935,195,60,135,8.1,3.44,0,3.44,19,6,1,5,42.8637579,13.618054,5.1390767,8.4789773,226.35,64,11,53,500.2320393,138.90547,22.98976928,115.9157007,1388.25,480,83.25,396.75,33.81,27.52,0,27.52,64.9,48,0.9,47.1,141.8176112,108.944432,2.55167325,106.3927588,298,613,395,NaCaLaV2O8Eu0.45
6,4,0.01,3.99,169,63,8,55,401.24,151.964,15.999,135.965,605,215,60,155,6.49,3.44,0,3.44,16,6,2,4,31.592533,13.618054,5.211664,8.40639,130.07,55.44,0.63,54.81,297.41937,135.95373,1.51964,134.43409,599.7,240,1.85,238.15,16.8011,13.76,0,13.76,32,24,0.02,23.98,66.78089721,54.472216,0.05670385,54.41551215,298,613,395,Ba0.99MoO4Eu0.01
6,4,0.03,3.97,169,63,8,55,401.24,151.964,15.999,135.965,605,215,60,155,6.49,3.44,0,3.44,16,6,2,4,31.592533,13.618054,5.211664,8.40639,130.21,54.32,1.89,52.43,297.71211,133.20719,4.55892,128.64827,599.1,240,5.55,234.45,16.7833,13.76,0,13.76,32,24,0.06,23.94,66.79007163,54.472216,0.17011155,54.30210445,298,613,395,Ba0.97MoO4Eu0.03
6,4,0.06,3.94,169,63,8,55,401.24,151.964,15.999,135.965,605,215,60,155,6.49,3.44,0,3.44,16,6,2,4,31.592533,13.618054,5.211664,8.40639,130.42,52.64,3.78,48.86,298.15122,129.08738,9.11784,119.96954,598.2,240,11.1,228.9,16.7566,13.76,0,13.76,32,24,0.12,23.88,66.80383326,54.472216,0.3402231,54.1319929,298,613,395,Ba0.94MoO4Eu0.06
6,4,0.09,3.91,169,63,8,55,401.24,151.964,15.999,135.965,605,215,60,155,6.49,3.44,0,3.44,16,6,2,4,31.592533,13.618054,5.211664,8.40639,130.63,50.96,5.67,45.29,298.59033,124.96757,13.67676,111.29081,597.3,240,16.65,223.35,16.7299,13.76,0,13.76,32,24,0.18,23.82,66.81759489,54.472216,0.51033465,53.96188135,298,613,395,Ba0.91MoO4Eu0.09
6,4,0.12,3.88,169,63,8,55,401.24,151.964,15.999,135.965,605,215,60,155,6.49,3.44,0,3.44,16,6,2,4,31.592533,13.618054,5.211664,8.40639,130.84,49.28,7.56,41.72,299.02944,120.84776,18.23568,102.61208,596.4,240,22.2,217.8,16.7032,13.76,0,13.76,32,24,0.24,23.76,66.83135652,54.472216,0.6804462,53.7917698,298,613,395,Ba0.88MoO4Eu0.12
