Atomic Ratio_sum,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,ARW_Atomic Number_sum,ARW_Atomic Number_max,ARW_Atomic Number_min,ARW_Atomic Number_diff,ARW_Atomic Weight_sum,ARW_Atomic Weight_max,ARW_Atomic Weight_min,ARW_Atomic Weight_diff,ARW_Atomic Radius_sum,ARW_Atomic Radius_max,ARW_Atomic Radius_min,ARW_Atomic Radius_diff,ARW_EN pauling_sum,ARW_EN pauling_max,ARW_EN pauling_min,ARW_EN pauling_diff,ARW_Valence Electron_sum,ARW_Valence Electron_max,ARW_Valence Electron_min,ARW_Valence Electron_diff,ARW_Ionization Energy_sum,ARW_Ionization Energy_max,ARW_Ionization Energy_min,ARW_Ionization Energy_diff,Temp. (K),Excitation source (nm),CIE x coordinate,Formula
44.44,28,0.01,27.99,202,71,8,63,468.919606,174.9668,15.999,158.9678,840,185,60,125,9.18,3.44,0,3.44,24,7,2,5,48.7481692,13.618054,5.425871,8.192183,569.53,224,0.63,223.37,1180.023917,447.972,1.51964,446.45236,4071.85,1680,1.85,1678.15,121.113,96.32,0,96.32,222.18,168,0.02,167.98,511.808039,381.305512,0.05670385,381.2488082,298,355,0.333,Ca8.37LuP7O28Eu0.01Mn0.06
20,12,0.05,11.95,206,63,8,55,476.5370013,151.964,15.999,135.965,1030,200,60,140,10.51,3.44,0,3.44,23,6,1,5,54.3376519,13.618054,5.1390767,8.4789773,323.25,112.1,3.15,108.95,709.9929633,258.479,7.5982,250.8808,2004.25,720,9.25,710.75,52.3925,41.28,0,41.28,96,72,0.1,71.9,220.3410572,163.416648,0.28351925,163.1331288,298,380,0.333,Sr2.95LaNaP2SiO12Eu0.05
9.09,6,0.04,5.96,225,83,8,75,538.7814,208.9804,15.999,192.9814,730,185,60,125,8.39,3.44,0,3.44,20,6,2,4,41.2954992,13.618054,5.670385,7.947669,176.47,102,3.15,98.85,395.549416,243.52,7.5982,235.9218,845.65,360,6.4,353.6,25.816,20.64,0,20.64,48.3,36,0.1,35.9,105.6131971,81.708324,0.28351925,81.42480475,298,298,0.3339,CaSb2O6Eu0.05Bi0.04
10,6,0.03,5.97,142,63,8,55,318.9317213,151.964,15.999,135.965,835,185,60,125,9.18,3.44,0,3.44,23,7,1,6,46.5747067,13.618054,5.1390767,8.4789773,110.72,48,0.75,47.25,226.8578529,95.994,1.64814132,94.34585868,919.65,360,4.2,355.8,26.6892,20.64,0,20.64,48.17,36,0.1,35.9,109.764998,81.708324,0.22302054,81.48530346,298,365,0.334,Na0.95Sc0.97Si2O6Eu0.05Mn0.03
21.005,12,0.005,11.995,189,63,8,55,441.2792432,151.964,15.999,135.965,800,215,50,165,11.43,3.98,0,3.98,24,7,2,5,56.291866,17.42282,5.211664,12.211156,376.315,117,0.315,116.685,837.3727432,274.654,0.75982,273.89418,2070.925,720,0.925,719.075,56.4,41.28,0,41.28,104.01,72,0.01,71.99,234.3979769,163.416648,0.028351925,163.3882961,298,350,0.334,Ba2Y3Si3O12FEu0.005
20,12,0.075,11.925,206,63,8,55,476.5370013,151.964,15.999,135.965,1030,200,60,140,10.51,3.44,0,3.44,23,6,1,5,54.3376519,13.618054,5.1390767,8.4789773,323.875,111.15,4.725,106.425,711.6015633,256.2885,11.3973,244.8912,2003.875,720,13.875,706.125,52.36875,41.28,0,41.28,96,72,0.15,71.85,220.3404451,163.416648,0.425278875,162.9913691,298,380,0.334,Sr2.925LaNaP2SiO12Eu0.075
17.03,12,0.03,11.97,166,74,8,66,396.758908,183.84,15.999,167.841,540,185,60,125,6.5,3.44,0,3.44,17,6,2,4,33.713959,13.618054,5.670385,7.947669,361.89,222,1.89,220.11,837.978736,551.52,4.55892,546.96108,1450.55,720,5.55,714.45,49.1,41.28,0,41.28,96.06,72,0.06,71.94,200.3018296,163.416648,0.17011155,163.2465365,298,264,0.3342,Sc2W3O12Eu0.03
13.06,8,0.01,7.99,189,63,8,55,421.956946,151.964,15.999,135.965,1065,220,60,160,10.22,3.44,0,3.44,26,7,1,6,53.88022174,13.618054,4.34066354,9.27739046,173.88,64,0.63,63.37,362.2882062,127.992,1.51964,126.47236,1268.85,480,1.85,478.15,35.0175,27.52,0,27.52,64.37,48,0.02,47.98,147.0172875,108.944432,0.05670385,108.8877282,298,380,0.335,KCaYP2O8Eu0.01Mn0.05
41,25,0.03,24.97,169,63,8,55,379.969884,151.964,15.999,135.965,855,185,60,125,9.11,3.44,0,3.44,24,7,2,5,47.2045552,13.618054,5.670385,7.947669,600.3,234,0.75,233.25,1268.272141,533.43504,1.64814132,531.7868987,3959.05,1500,4.2,1495.8,108.6865,86,0,86,200.15,150,0.1,149.9,451.1351162,340.45135,0.22302054,340.2283295,298,432,0.336,Ca3.92Y6Si6O25Eu0.05Mn0.03
7,2,0.02,1.98,130,63,7,56,297.675,151.964,14.007,137.957,620,200,60,140,9.33,3.44,0,3.44,19,6,2,4,47.6691192,14.53413,5.670385,8.863745,96.5,37.24,1.26,35.98,205.08888,85.8676,3.03928,82.82832,669.7,220,3.7,216.3,17.691,6.88,0,6.88,32,12,0.04,11.96,78.30211156,29.06826,0.1134077,28.9548523,298,450,0.337,Sr0.98Si2O2N2Eu0.02
7,2,0.02,1.98,130,63,7,56,297.675,151.964,14.007,137.957,620,200,60,140,9.33,3.44,0,3.44,19,6,2,4,47.6691192,14.53413,5.670385,8.863745,96.5,37.24,1.26,35.98,205.08888,85.8676,3.03928,82.82832,669.7,220,3.7,216.3,17.691,6.88,0,6.88,32,12,0.04,11.96,78.30211156,29.06826,0.1134077,28.9548523,298,450,0.337,Sr0.98Si2N2O2Eu0.02
17.05,12,0.05,11.95,166,74,8,66,396.758908,183.84,15.999,167.841,540,185,60,125,6.5,3.44,0,3.44,17,6,2,4,33.713959,13.618054,5.670385,7.947669,363.15,222,3.15,218.85,841.018016,551.52,7.5982,543.9218,1454.25,720,9.25,710.75,49.1,41.28,0,41.28,96.1,72,0.1,71.9,200.4152373,163.416648,0.28351925,163.1331288,298,264,0.3395,Sc2W3O12Eu0.05
21.105,12,0.025,11.975,140,63,8,55,312.9512092,151.964,15.999,135.965,715,185,50,135,12.16,3.98,0,3.98,29,7,2,5,60.7451182,17.42282,5.670385,11.752435,253.575,100,1.575,98.425,512.4918327,200.39,3.7991,196.5909,1985.825,900,4.625,895.375,56.954,41.28,0,41.28,104.61,72,0.05,71.95,243.6017831,163.416648,0.141759625,163.2748884,298,335,0.34,Ca5P3O12FEu0.025Mn0.08
4.05,3,0.02,2.98,201,65,9,56,487.1377532,158.92535,18.99840316,139.9269468,590,185,50,135,5.18,3.98,0,3.98,13,7,2,5,35.106801,17.42282,5.670385,11.752435,94.19,64,1.3,62.7,221.9826365,157.25,3.178507,154.071493,339.05,180,3.5,176.5,13.14,11.94,0,11.94,23.1,21,0.04,20.96,58.70564355,52.26846,0.117276,52.151184,298,349,0.34,GdF3Eu0.03Tb0.02
13,5,0.08,4.92,238,63,7,56,550.8893785,151.964,14.007,137.957,1140,215,60,155,13.05,3.44,0,3.44,27,6,2,4,65.0838116,14.53413,5.211664,9.322466,196.96,40.32,5.04,35.28,429.628477,98.87544,12.15712,86.71832,1304.6,325,14.8,310.2,31.1508,15.2,0,15.2,56,25,0.16,24.84,139.7439231,72.67065,0.4536308,72.2170192,298,365,0.3418,Ba0.72Sr0.2YSi2Al2O2N5Eu0.08
7,2,0.02,1.98,150,63,7,56,337.753,151.964,14.007,137.957,800,200,60,140,10.33,3.44,0,3.44,21,6,2,4,53.7822744,14.53413,5.670385,8.863745,95.6,35.34,1,34.34,202.71178,81.4866,2.0039,79.4827,668.7,220,3.7,216.3,17.6935,6.88,0,6.88,32,12,0.04,11.96,78.32302596,29.06826,0.1134077,28.9548523,298,450,0.342,Sr0.93Ca0.05Si2O2N2Eu0.02
7.015,2,0.02,1.98,130,63,7,56,297.675,151.964,14.007,137.957,620,200,60,140,9.33,3.44,0,3.44,19,6,2,4,47.6691192,14.53413,5.670385,8.863745,97.07,37.81,1.26,36.55,206.40318,87.1819,3.03928,84.14262,672.7,220,3.7,216.3,17.70525,6.88,0,6.88,32.03,12,0.04,11.96,78.38753456,29.06826,0.1134077,28.9548523,298,450,0.342,Sr0.995Si2N2O2Eu0.02
18.98,12,0.01,11.99,188,63,8,55,430.400646,151.964,15.999,135.965,865,200,60,140,9.35,3.44,0,3.44,25,7,2,5,49.1212702,13.618054,5.670385,7.947669,292.32,109.44,0.63,108.81,632.62479,252.3456,1.51964,250.82596,1790.45,720,1.85,718.15,51.9455,41.28,0,41.28,96.41,72,0.02,71.98,218.220949,163.416648,0.05670385,163.3599442,298,355,0.342,Sr2.88YP3O12Eu0.01Mn0.09
7,2,0.02,1.98,186,63,7,56,435.002,151.964,14.007,137.957,835,215,60,155,10.22,3.44,0,3.44,21,6,2,4,52.8807832,14.53413,5.211664,9.322466,97.4,35.34,1.26,34.08,207.57423,81.4866,3.03928,78.44732,670.45,220,3.7,216.3,17.688,6.88,0,6.88,32,12,0.04,11.96,78.2779514,29.06826,0.1134077,28.9548523,298,450,0.343,Sr0.93Ba0.05Si2O2N2Eu0.02
7,2,0.02,1.98,186,63,7,56,435.002,151.964,14.007,137.957,835,215,60,155,10.22,3.44,0,3.44,21,6,2,4,52.8807832,14.53413,5.211664,9.322466,97.4,35.34,1.26,34.08,207.57423,81.4866,3.03928,78.44732,670.45,220,3.7,216.3,17.688,6.88,0,6.88,32,12,0.04,11.96,78.2779514,29.06826,0.1134077,28.9548523,298,450,0.343,Sr0.93Ba0.05Si2N2O2Eu0.02
7,2,0.02,1.98,150,63,7,56,337.753,151.964,14.007,137.957,800,200,60,140,10.33,3.44,0,3.44,21,6,2,4,53.7822744,14.53413,5.670385,8.863745,94.7,33.44,1.26,32.18,200.33468,77.1056,3.03928,74.06632,667.7,220,3.7,216.3,17.696,6.88,0,6.88,32,12,0.04,11.96,78.34394036,29.06826,0.1134077,28.9548523,298,450,0.345,Sr0.88Ca0.1Si2O2N2Eu0.02
7.01,2,0.02,1.98,130,63,7,56,297.675,151.964,14.007,137.957,620,200,60,140,9.33,3.44,0,3.44,19,6,2,4,47.6691192,14.53413,5.670385,8.863745,96.88,37.62,1.26,36.36,205.96508,86.7438,3.03928,83.70452,671.7,220,3.7,216.3,17.7005,6.88,0,6.88,32.02,12,0.04,11.96,78.35906023,29.06826,0.1134077,28.9548523,298,450,0.345,Sr0.99Si2N2O2Eu0.02
7,4,0.02,3.98,186,63,8,55,428.391044,151.964,15.999,135.965,890,215,60,155,8.78,3.44,0,3.44,23,7,2,5,46.1989592,13.618054,5.211664,8.40639,133.04,71.68,0.5,71.18,299.2506409,175.77856,1.09876088,174.6797991,754.1,275.2,2.8,272.4,17.5102,13.76,0,13.76,32.1,24,0.04,23.96,73.71386252,54.472216,0.1134077,54.3588083,298,390,0.345,Ba1.28Ca0.68SiO4Eu0.02Mn0.02
14.078,8,0.008,7.992,161,63,8,55,356.0408753,151.964,15.999,135.965,1065,220,60,160,9.93,3.44,0,3.44,24,7,1,6,52.80203844,13.618054,4.34066354,9.27739046,166.254,64,0.504,63.496,337.2449684,127.992,1.215712,126.776288,1451.28,480,1.48,478.52,35.7585,27.52,0,27.52,64.506,48,0.016,47.984,152.189599,108.944432,0.04536308,108.8990689,298,365,0.3452,KNaCa2P2O8Eu0.008Mn0.07
6.008,3,0.008,2.992,155,63,7,56,348.7355385,151.964,14.007,137.957,865,200,65,135,8.5,3.04,0,3.04,18,5,2,3,46.1499888,14.53413,5.670385,8.863745,82.904,30.4,0.504,29.896,176.4148505,70.096,1.215712,68.880288,627.48,195,1.48,193.52,13.59,9.12,0,9.12,24.016,15,0.016,14.984,63.56372928,43.60239,0.04536308,43.55702692,298,450,0.347,Sr0.8Ca0.2AlSiN3Eu0.008
12.05,6,0.01,5.99,271,83,5,78,649.43624,208.9804,10.81,198.1704,985,215,60,155,12.65,3.44,0,3.44,28,7,2,5,59.268528,13.618054,5.211664,8.40639,229.35,112,0.83,111.17,524.792204,274.654,2.089804,272.564196,1249,430,1.6,428.4,30.899,20.64,0,20.64,56.13,36,0.05,35.95,128.2122506,81.708324,0.07285516,81.63546884,298,372,0.3476,Ba2YB2O6ClEu0.04Bi0.01
13,5,0.16,4.84,200,63,7,56,463.2693785,151.964,14.007,137.957,940,215,60,155,12.1,3.44,0,3.44,25,6,2,4,59.3889444,14.53413,5.211664,9.322466,201.12,47.04,10.08,36.96,440.740837,115.35468,24.31424,91.04044,1305.2,325,29.6,295.4,31.0676,15.2,0,15.2,56,25,0.32,24.68,139.6839802,72.67065,0.9072616,71.7633884,298,359,0.3477,Ba0.84YSi2Al2O2N5Eu0.16
36.895,24,0.01,23.99,256,65,8,57,610.007112,158.92535,15.999,142.92635,890,215,60,155,8.3,3.44,0,3.44,20,6,2,4,46.6369442,13.618054,5.211664,8.40639,641.395,192,0.63,191.37,1430.489826,443.19748,1.51964,441.67784,3289.525,1440,1.85,1438.15,105.2408,82.56,0,82.56,191.65,144,0.02,143.98,427.9270339,326.833296,0.05670385,326.7765922,298,233,0.3479,Ba3In3.86P6O24Eu0.01Tb0.025
45.01,28,0.01,27.99,150,63,8,55,333.051106,151.964,15.999,135.965,885,220,60,160,9,3.44,0,3.44,23,7,1,6,47.66296174,13.618054,4.34066354,9.27739046,529.13,224,0.63,223.37,1067.594278,447.972,1.51964,446.45236,4217.85,1680,1.85,1678.15,121.525,96.32,0,96.32,222.52,168,0.02,167.98,514.2601645,381.305512,0.05670385,381.2488082,298,347,0.3483,Ca8.9KP7O28Eu0.01Mn0.1
7,2,0.02,1.98,150,63,7,56,337.753,151.964,14.007,137.957,800,200,60,140,10.33,3.44,0,3.44,21,6,2,4,53.7822744,14.53413,5.670385,8.863745,93.8,31.54,1.26,30.28,197.95758,72.7246,3.03928,69.68532,666.7,220,3.7,216.3,17.6985,6.88,0,6.88,32,12,0.04,11.96,78.36485476,29.06826,0.1134077,28.9548523,298,450,0.349,Sr0.83Ca0.15Si2O2N2Eu0.02
7,2,0.02,1.98,130,63,7,56,297.675,151.964,14.007,137.957,620,200,60,140,9.33,3.44,0,3.44,19,6,2,4,47.6691192,14.53413,5.670385,8.863745,96.5,37.24,1.26,35.98,205.08888,85.8676,3.03928,82.82832,669.7,220,3.7,216.3,17.691,6.88,0,6.88,32,12,0.04,11.96,78.30211156,29.06826,0.1134077,28.9548523,298,450,0.349,Sr0.98Si2N2O2Eu0.02
36.91,24,0.01,23.99,256,65,8,57,610.007112,158.92535,15.999,142.92635,890,215,60,155,8.3,3.44,0,3.44,20,6,2,4,46.6369442,13.618054,5.211664,8.40639,642.05,192,0.63,191.37,1431.991559,445.49384,1.51964,443.9742,3291.75,1440,1.85,1438.15,105.2764,82.56,0,82.56,191.7,144,0.02,143.98,428.013442,326.833296,0.05670385,326.7765922,298,233,0.3497,Ba3In3.88P6O24Eu0.01Tb0.02
10,6,0.05,5.95,142,63,8,55,318.9317213,151.964,15.999,135.965,835,185,60,125,9.18,3.44,0,3.44,23,7,1,6,46.5747067,13.618054,5.1390767,8.4789773,111,48,2.5,45.5,227.5566024,95.994,5.4938044,90.5001956,918.25,360,9.25,350.75,26.7025,20.64,0,20.64,48.45,36,0.1,35.9,109.8260749,81.708324,0.28351925,81.42480475,298,365,0.35,Na0.95Sc0.9Si2O6Eu0.05Mn0.1
44.52,28,0.01,27.99,195,64,8,56,451.202806,157.25,15.999,141.251,845,185,60,125,9.38,3.44,0,3.44,24,7,2,5,49.4720942,13.618054,5.670385,7.947669,564.08,224,0.63,223.37,1165.364756,447.972,1.51964,446.45236,4091.65,1680,1.85,1678.15,121.3875,96.32,0,96.32,222.29,168,0.02,167.98,513.0078077,381.305512,0.05670385,381.2488082,298,355,0.35,Ca8.46GdP7O28Eu0.01Mn0.05
10.86,4,0.07,3.93,112,63,7,56,250.133,151.964,14.007,137.957,600,185,60,125,9.38,3.44,0,3.44,19,6,2,4,48.0874072,14.53413,5.670385,8.863745,134.21,55.8,4.41,51.39,270.6351,111.81762,10.63748,101.18014,1105.15,502.2,12.95,489.25,26.43,13.76,0,13.76,47.72,24,0.14,23.86,117.296472,54.472216,0.39692695,54.07528905,298,330,0.35,Ca2.79Si2O4N2Eu0.07
6.06,4,0.06,3.94,165,74,8,66,391.881,183.84,15.999,167.841,560,185,60,125,6.14,3.44,0,3.44,16,6,2,4,33.2656242,13.618054,5.670385,7.947669,129.78,74,3.78,70.22,297.03184,183.84,9.11784,174.72216,566.1,240,11.1,228.9,16.46,13.76,0,13.76,32.12,24,0.12,23.88,68.7896243,54.472216,0.3402231,54.1319929,298,276,0.35,CaWO4Eu0.06
7,2,0.02,1.98,150,63,7,56,337.753,151.964,14.007,137.957,800,200,60,140,10.33,3.44,0,3.44,21,6,2,4,53.7822744,14.53413,5.670385,8.863745,92,28,1.26,26.74,193.20338,63.9626,3.03928,60.92332,664.7,220,3.7,216.3,17.7035,6.88,0,6.88,32,12,0.04,11.96,78.40668356,29.06826,0.1134077,28.9548523,298,450,0.351,Sr0.73Ca0.25Si2O2N2Eu0.02
7,2,0.02,1.98,186,63,7,56,435.002,151.964,14.007,137.957,835,215,60,155,10.22,3.44,0,3.44,21,6,2,4,52.8807832,14.53413,5.211664,9.322466,98.3,33.44,1.26,32.18,210.05958,77.1056,3.03928,74.06632,671.2,220,3.7,216.3,17.685,6.88,0,6.88,32,12,0.04,11.96,78.25379124,29.06826,0.1134077,28.9548523,298,450,0.351,Sr0.88Ba0.1Si2O2N2Eu0.02
6.98,2,0.02,1.98,130,63,7,56,297.675,151.964,14.007,137.957,620,200,60,140,9.33,3.44,0,3.44,19,6,2,4,47.6691192,14.53413,5.670385,8.863745,95.74,36.48,1.26,35.22,203.33648,84.1152,3.03928,81.07592,665.7,220,3.7,216.3,17.672,6.88,0,6.88,31.96,12,0.04,11.96,78.18821421,29.06826,0.1134077,28.9548523,298,450,0.351,Sr0.96Si2N2O2Eu0.02
7,2,0.02,1.98,186,63,7,56,435.002,151.964,14.007,137.957,835,215,60,155,10.22,3.44,0,3.44,21,6,2,4,52.8807832,14.53413,5.211664,9.322466,98.3,33.44,1.26,32.18,210.05958,77.1056,3.03928,74.06632,671.2,220,3.7,216.3,17.685,6.88,0,6.88,32,12,0.04,11.96,78.25379124,29.06826,0.1134077,28.9548523,298,450,0.351,Sr0.88Ba0.10Si2N2O2Eu0.02
15,7,0.04,6.96,139,63,8,55,310.0624472,151.964,15.999,135.965,725,185,50,135,11.87,3.98,0,3.98,28,7,2,5,58.4101152,17.42282,5.670385,11.752435,184.32,76.8,2.52,74.28,372.7304516,153.89952,6.07856,147.82096,1455.4,691.2,7.4,683.8,39.866,24.08,0,24.08,72.6,42,0.08,41.92,171.0687975,95.326378,0.2268154,95.0995626,298,400,0.351,Ca3.84Si2O7F2Eu0.04Mn0.12
45,28,0.04,27.96,189,63,8,55,434.068806,151.964,15.999,135.965,850,185,60,125,9.3,3.44,0,3.44,24,7,2,5,48.8608982,13.618054,5.5386,8.079454,569.97,224,2.52,221.48,1173.796785,447.972,6.07856,441.89344,4175.2,1680,7.4,1672.6,121.8675,96.32,0,96.32,224.25,168,0.08,167.92,515.5818157,381.305512,0.2268154,381.0786966,298,350,0.351,Ca8.71CeP7O28Eu0.04Mn0.25
6.07,4,0.02,3.98,224,66,8,58,538.6545,162.5,15.999,146.501,735,185,60,125,7.49,3.44,0,3.44,17,6,2,4,38.123472,13.618054,5.670385,7.947669,123.56,64,1.26,62.74,283.35178,157.25,3.03928,154.21072,567.45,240,3.7,236.3,16.651,13.76,0,13.76,31.14,24,0.04,23.96,67.7785592,54.472216,0.1134077,54.3588083,298,283,0.351,GdVO4Eu0.02Dy0.05
7,2,0.04,1.96,130,63,7,56,297.675,151.964,14.007,137.957,620,200,60,140,9.33,3.44,0,3.44,19,6,2,4,47.6691192,14.53413,5.670385,8.863745,97,36.48,2.52,33.96,206.37576,84.1152,6.07856,78.03664,669.4,220,7.4,212.6,17.672,6.88,0,6.88,32,12,0.08,11.92,78.30162191,29.06826,0.2268154,28.8414446,298,450,0.352,Sr0.96Si2O2N2Eu0.04
7,2,0.04,1.96,130,63,7,56,297.675,151.964,14.007,137.957,620,200,60,140,9.33,3.44,0,3.44,19,6,2,4,47.6691192,14.53413,5.670385,8.863745,97,36.48,2.52,33.96,206.37576,84.1152,6.07856,78.03664,669.4,220,7.4,212.6,17.672,6.88,0,6.88,32,12,0.08,11.92,78.30162191,29.06826,0.2268154,28.8414446,298,450,0.352,Sr0.96Si2N2O2Eu0.04
20,12,0.01,11.99,207,63,8,55,476.3563785,151.964,15.999,135.965,995,185,60,125,10.6,3.44,0,3.44,22,6,2,4,52.8279854,13.618054,5.5386,8.079454,253.46,96,0.63,95.37,532.379855,191.988,1.51964,190.46836,1850.6,720,1.85,718.15,53.3419,41.28,0,41.28,95.95,72,0.02,71.98,219.3648493,163.416648,0.05670385,163.3599442,298,365,0.352,Y1.95Mg1.99Al2Si2O12Eu0.01Ce0.05
21.18,12,0.03,11.97,208,63,8,55,472.3888184,151.964,15.999,135.965,1095,200,50,150,14.26,3.98,0,3.98,33,7,1,6,71.6831669,17.42282,5.1390767,12.2837433,319.64,114,1.89,112.11,691.462925,262.86,4.55892,258.30108,2056.55,720,5.55,714.45,57.0625,41.28,0,41.28,105.11,72,0.06,71.94,242.0256786,163.416648,0.17011155,163.2465365,298,365,0.352,Sr3NaYP3O12FEu0.03Mn0.15
13,8,0.006,7.994,228,68,8,60,546.75747,167.259,15.999,151.26,740,195,60,135,7.79,3.44,0,3.44,17,6,2,4,38.872474,13.618054,5.5769,8.041154,324.19,226.86,0.378,226.482,756.7191806,552.8437706,0.911784,551.9319866,1384.66,776.1,1.11,774.99,33.92536,27.52,0,27.52,63.98,48,0.012,47.988,139.1594591,108.944432,0.03402231,108.9104097,298,380,0.3537,La3.98GeO8Eu0.006Er0.014
5.049,3,0.009,2.991,214,83,8,75,508.2454,208.9804,15.999,192.9814,740,185,60,125,7.67,3.44,0,3.44,19,6,2,4,39.3210102,13.618054,5.670385,7.947669,87.267,40,0.747,39.253,187.2583836,91.224,1.8808236,89.3431764,523.84,180,1.44,178.56,12.6671,10.32,0,10.32,24.125,18,0.045,17.955,53.89360224,40.854162,0.065569644,40.78859236,298,310,0.3539,CaZrO3Eu0.04Bi0.009
7,2,0.02,1.98,150,63,7,56,337.753,151.964,14.007,137.957,800,200,60,140,10.33,3.44,0,3.44,21,6,2,4,53.7822744,14.53413,5.670385,8.863745,87.5,28,1.26,26.74,181.31788,56.17,3.03928,53.13072,659.7,220,3.7,216.3,17.716,6.88,0,6.88,32,12,0.04,11.96,78.51125556,29.06826,0.1134077,28.9548523,298,450,0.354,Sr0.48Ca0.5Si2O2N2Eu0.02
6.94,2,0.02,1.98,130,63,7,56,297.675,151.964,14.007,137.957,620,200,60,140,9.33,3.44,0,3.44,19,6,2,4,47.6691192,14.53413,5.670385,8.863745,94.22,34.96,1.26,33.7,199.83168,80.6104,3.03928,77.57112,657.7,220,3.7,216.3,17.634,6.88,0,6.88,31.88,12,0.04,11.96,77.96041952,29.06826,0.1134077,28.9548523,298,450,0.354,Sr0.92Si2N2O2Eu0.02
9.07,6,0.02,5.98,225,83,8,75,538.7814,208.9804,15.999,192.9814,730,185,60,125,8.39,3.44,0,3.44,20,6,2,4,41.2954992,13.618054,5.670385,7.947669,174.81,102,1.66,100.34,391.369808,243.52,4.179608,239.340392,842.45,360,3.2,356.8,25.778,20.64,0,20.64,48.2,36,0.1,35.9,105.4674868,81.708324,0.14571032,81.56261368,298,298,0.3549,CaSb2O6Eu0.05Bi0.02
41,25,0.05,24.95,169,63,8,55,379.969884,151.964,15.999,135.965,855,185,60,125,9.11,3.44,0,3.44,24,7,2,5,47.2045552,13.618054,5.670385,7.947669,600.4,234,1.25,232.75,1268.569342,533.43504,2.7469022,530.6881378,3958.25,1500,7,1493,108.6975,86,0,86,200.25,150,0.1,149.9,451.1615334,340.45135,0.28351925,340.1678308,298,432,0.356,Ca3.9Y6Si6O25Eu0.05Mn0.05
6.05,4,0.02,3.98,224,66,8,58,538.6545,162.5,15.999,146.501,735,185,60,125,7.49,3.44,0,3.44,17,6,2,4,38.123472,13.618054,5.670385,7.947669,122.24,64,1.26,62.74,280.10178,157.25,3.03928,154.21072,563.95,240,3.7,236.3,16.6266,13.76,0,13.76,31.1,24,0.04,23.96,67.6597782,54.472216,0.1134077,54.3588083,298,283,0.356,GdVO4Eu0.02Dy0.03
7,2,0.02,1.98,186,63,7,56,435.002,151.964,14.007,137.957,835,215,60,155,10.22,3.44,0,3.44,21,6,2,4,52.8807832,14.53413,5.211664,9.322466,99.2,31.54,1.26,30.28,212.54493,72.7246,3.03928,69.68532,671.95,220,3.7,216.3,17.682,6.88,0,6.88,32,12,0.04,11.96,78.22963108,29.06826,0.1134077,28.9548523,298,450,0.358,Sr0.83Ba0.15Si2O2N2Eu0.02
7,2,0.02,1.98,186,63,7,56,435.002,151.964,14.007,137.957,835,215,60,155,10.22,3.44,0,3.44,21,6,2,4,52.8807832,14.53413,5.211664,9.322466,99.2,31.54,1.26,30.28,212.54493,72.7246,3.03928,69.68532,671.95,220,3.7,216.3,17.682,6.88,0,6.88,32,12,0.04,11.96,78.22963108,29.06826,0.1134077,28.9548523,298,450,0.358,Sr0.83Ba0.15Si2N2O2Eu0.02
44.784,28,0.007,27.993,208,63,8,55,470.478646,151.964,15.999,135.965,1045,200,60,140,10.35,3.44,0,3.44,27,7,2,5,55.2344254,13.618054,5.670385,7.947669,625.081,224,0.441,223.559,1320.758729,447.972,1.063748,446.908252,4230.355,1680,1.295,1678.705,121.433,96.32,0,96.32,223.668,168,0.014,167.986,512.7685511,381.305512,0.039692695,381.2658193,298,380,0.358,Ca4.257Sr4.5YP7O28Eu0.007Mn0.02
36.925,24,0.01,23.99,256,65,8,57,610.007112,158.92535,15.999,142.92635,890,215,60,155,8.3,3.44,0,3.44,20,6,2,4,46.6369442,13.618054,5.211664,8.40639,642.705,192,0.63,191.37,1433.493292,447.7902,1.51964,446.27056,3293.975,1440,1.85,1438.15,105.312,82.56,0,82.56,191.75,144,0.02,143.98,428.0998501,326.833296,0.05670385,326.7765922,298,233,0.359,Ba3In3.9P6O24Eu0.01Tb0.015
26,16,0.06,15.94,143,63,8,55,318.257806,151.964,15.999,135.965,815,185,60,125,9.49,3.44,0,3.44,24,7,2,5,50.9685332,13.618054,5.670385,7.947669,294.38,128,3.78,124.22,598.1210344,255.984,9.11784,246.86616,2344.3,960,11.1,948.9,70.814,55.04,0,55.04,131,96,0.12,95.88,300.9598822,217.888864,0.3402231,217.5486409,298,365,0.359,Ca2.94Mg2.4P4O16Eu0.06Mn0.6
11.996,7,0.004,6.996,117,63,8,55,260.431,151.964,15.999,135.965,685,185,60,125,7.65,3.44,0,3.44,16,6,2,4,41.1995122,13.618054,5.670385,7.947669,136.092,56,0.252,55.748,272.911232,111.993,0.607856,111.385144,1149.3,420,0.74,419.26,31.182,24.08,0,24.08,55.992,42,0.008,41.992,131.4760657,95.326378,0.02268154,95.30369646,298,381,0.36,Ca1.992MgSi2O7Eu0.004
