Atomic Ratio_sum,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,ARW_Atomic Number_sum,ARW_Atomic Number_max,ARW_Atomic Number_min,ARW_Atomic Number_diff,ARW_Atomic Weight_sum,ARW_Atomic Weight_max,ARW_Atomic Weight_min,ARW_Atomic Weight_diff,ARW_Atomic Radius_sum,ARW_Atomic Radius_max,ARW_Atomic Radius_min,ARW_Atomic Radius_diff,ARW_EN pauling_sum,ARW_EN pauling_max,ARW_EN pauling_min,ARW_EN pauling_diff,ARW_Valence Electron_sum,ARW_Valence Electron_max,ARW_Valence Electron_min,ARW_Valence Electron_diff,ARW_Ionization Energy_sum,ARW_Ionization Energy_max,ARW_Ionization Energy_min,ARW_Ionization Energy_diff,Temp. (K),Excitation source (nm),CIE x coordinate,Formula
13,8,0.3,7.7,218,74,8,66,510.780902,183.84,15.999,167.841,880,220,60,160,9.37,3.44,0,3.44,23,6,1,5,48.19707854,13.618054,4.34066354,9.27739046,246.8,74,11.7,62.3,554.048914,183.84,26.671752,157.168248,1338.5,480,54,426,33.416,27.52,0,27.52,63.3,48,0.9,47.1,141.8109226,108.944432,1.865178,107.079254,298,395,0.64,K2Y0.3WO8PEu0.7
19,12,0.06,11.94,163,63,8,55,375.462602,151.964,15.999,135.965,725,200,60,140,7.8,3.44,0,3.44,18,6,2,4,41.6872522,13.618054,5.670385,7.947669,295.44,114,3.78,110.22,640.4586156,262.86,9.11784,253.74216,1800.3,720,11.1,708.9,51.8468,41.28,0,41.28,95.94,72,0.12,71.88,218.1457551,163.416648,0.3402231,163.0764249,298,392,0.64,Sr3Y0.94P3O12Eu0.06
10.7,7,0.3,6.7,244,83,8,75,592.1634,208.9804,15.999,192.9814,745,200,60,140,8.39,3.44,0,3.44,21,6,2,4,41.2784822,13.618054,5.670385,7.947669,281.1,116.2,18.9,97.3,665.37476,292.57256,45.5892,246.98336,1039.5,420,55.5,364.5,29.79,24.08,0,24.08,57.6,42,0.6,41.4,121.9317431,95.326378,1.7011155,93.6252625,298,465,0.64,SrBi1.4TeO7Eu0.3
23.4,12,0.4,11.6,202,63,3,60,475.64647,151.964,6.94,145.024,910,195,60,135,8.57,3.44,0,3.44,19,6,1,5,44.97859796,13.618054,5.391714761,8.226339239,375.2,114,18,96,855.82254,277.81094,40.078,237.73294,2524,870,74,796,54.46,41.28,0,41.28,96.8,72,0.8,71.2,232.5188238,163.416648,2.268154,161.148494,298,464,0.64,Li6CaLa2Sb2O12Eu0.4
22,14,0.4,13.6,206,64,8,56,483.49937,157.25,15.999,141.251,705,185,60,125,7.89,3.44,0,3.44,27,12,2,10,41.591284,13.618054,5.670385,7.947669,486.6,166.4,25.2,141.2,1103.10071,408.85,60.7856,348.0644,2087,840,74,766,59.38,48.16,0,48.16,129,84,0.8,83.2,247.9753276,190.652756,2.268154,188.384602,298,392,0.64,Gd2.6Zn2Nb3O14Eu0.4
20,12,0.1,11.9,180,83,8,75,430.9069313,208.9804,15.999,192.9814,685,185,60,125,8.46,3.44,0,3.44,19,6,1,5,42.1997177,13.618054,5.1390767,8.4789773,338,157.7,6.3,151.4,766.1377538,397.06276,15.1964,381.86636,1882.5,720,18.5,701.5,54.25,41.28,0,41.28,99.7,72,0.2,71.8,224.703455,163.416648,0.5670385,162.8496095,298,396,0.64,Na3Bi1.9P3O12Eu0.1
20,12,0.125,11.875,180,83,8,75,430.9069313,208.9804,15.999,192.9814,685,185,60,125,8.46,3.44,0,3.44,19,6,1,5,42.1997177,13.618054,5.1390767,8.4789773,337.5,155.625,7.875,147.75,764.7123438,391.83825,18.9955,372.84275,1883.125,720,23.125,696.875,54.2025,41.28,0,41.28,99.625,72,0.25,71.75,224.6630767,163.416648,0.708798125,162.7078499,298,396,0.64,Na3Bi1.875P3O12Eu0.125
20,12,0.15,11.85,180,83,8,75,430.9069313,208.9804,15.999,192.9814,685,185,60,125,8.46,3.44,0,3.44,19,6,1,5,42.1997177,13.618054,5.1390767,8.4789773,337,153.55,9.45,144.1,763.2869338,386.61374,22.7946,363.81914,1883.75,720,27.75,692.25,54.155,41.28,0,41.28,99.55,72,0.3,71.7,224.6226985,163.416648,0.85055775,162.5660903,298,396,0.64,Na3Bi1.85P3O12Eu0.15
20,12,0.2,11.8,180,83,8,75,430.9069313,208.9804,15.999,192.9814,685,185,60,125,8.46,3.44,0,3.44,19,6,1,5,42.1997177,13.618054,5.1390767,8.4789773,336,149.4,12.6,136.8,760.4361138,376.16472,30.3928,345.77192,1885,720,37,683,54.06,41.28,0,41.28,99.4,72,0.4,71.6,224.5419419,163.416648,1.134077,162.282571,298,396,0.64,Na3Bi1.8P3O12Eu0.2
6,4,0.01,3.99,169,63,8,55,401.24,151.964,15.999,135.965,605,215,60,155,6.49,3.44,0,3.44,16,6,2,4,31.592533,13.618054,5.211664,8.40639,130.07,55.44,0.63,54.81,297.41937,135.95373,1.51964,134.43409,599.7,240,1.85,238.15,16.8011,13.76,0,13.76,32,24,0.02,23.98,66.78089721,54.472216,0.05670385,54.41551215,298,464,0.64,Ba0.99MoO4Eu0.01
45,28,0.4,27.6,163,63,8,55,377.920232,151.964,15.999,135.965,720,195,60,135,7.73,3.44,0,3.44,18,6,2,4,41.4651802,13.618054,5.5769,8.041154,569.6,224,22.8,201.2,1172.230922,447.972,55.562188,392.409812,4189,1680,78,1602,121.09,96.32,0,96.32,223.4,168,1.2,166.8,515.3637018,381.305512,2.23076,379.074752,298,261,0.64,Ca9La0.4P7O28Eu0.6
7,4,0.09,3.91,125,63,5,58,289.3827693,151.964,10.81,141.154,710,200,60,140,7.36,3.44,0,3.44,14,6,1,5,38.4204019,13.618054,5.1390767,8.4789773,79.82,32,0.99,31.01,173.2102392,71.8484,2.069079235,69.77932076,606.85,240,16.2,223.8,18.7027,13.76,0,13.76,31.91,24,0.09,23.91,76.71089666,54.472216,0.462516903,54.0096991,298,394,0.64,Na0.09Sr0.82B2O4Eu0.09
7,4,0.06,3.94,114,63,5,58,266.393,151.964,10.81,141.154,530,200,60,140,6.43,3.44,0,3.44,13,6,2,4,33.2813252,13.618054,5.670385,7.947669,81.5,35.72,3.78,31.94,177.09664,82.3628,9.11784,73.24496,609.1,240,11.1,228.9,18.733,13.76,0,13.76,32,24,0.12,23.88,76.76165227,54.472216,0.3402231,54.1319929,298,394,0.64,Sr0.94B2O4Eu0.06
42,26,2,24,141,63,8,55,333.375,151.964,15.999,135.965,570,215,60,155,6.23,3.44,0,3.44,14,6,2,4,32.651786,13.618054,5.211664,8.40639,908,504,84,420,2074.85,1215.712,168.51,1047.202,4130,1560,430,1130,102.62,89.44,0,89.44,200,156,4,152,458.76591,354.069404,10.423328,343.646076,298,395,0.64,Ba2Si6O26Eu8
7,4,0.8,3.2,105,63,8,55,236.126,151.964,15.999,135.965,535,185,60,125,6.34,3.44,0,3.44,14,6,2,4,33.5532772,13.618054,5.670385,7.947669,120.4,50.4,14,36.4,261.7458,121.5712,28.085,93.4862,714,240,110,130,16.86,13.76,0,13.76,32,24,1.6,22.4,74.49599324,54.472216,4.536308,49.935908,298,450,0.64,Ca1.2SiO4Eu0.8
15.06,8,0.06,7.94,122,63,7,56,281.676,151.964,14.007,137.957,560,200,65,135,5.89,3.04,0,3.04,13,5,2,3,34.0510652,14.53413,5.670385,8.863745,205.78,76,3.78,72.22,436.83884,175.24,9.11784,166.12216,1481.1,550,11.1,538.9,35.72,24.32,0,24.32,64.12,40,0.12,39.88,168.7614125,116.27304,0.3402231,115.9328169,298,455,0.64,Sr2Si5N8Eu0.06
9,6,0.1,5.9,184,74,8,66,440.70884,183.84,15.999,167.841,560,185,60,125,6.36,3.44,0,3.44,17,6,2,4,33.369729,13.618054,5.670385,7.947669,202.4,74.1,6.3,67.8,463.951496,183.84,15.1964,168.6436,855.5,360,18.5,341.5,24.658,20.64,0,20.64,47.9,36,0.2,35.8,101.9521865,81.708324,0.5670385,81.1412855,298,275,0.6402,Y1.9WO6Eu0.1
14.2,9,0.2,8.8,265,83,8,75,645.51128,208.9804,15.999,192.9814,750,200,60,140,7.79,3.44,0,3.44,20,6,2,4,39.8183922,13.618054,5.670385,7.947669,434.6,166,12.6,153.4,1041.86036,417.9608,30.3928,387.568,1387,540,37,503,38.71,30.96,0,30.96,76.4,54,0.4,53.6,159.0616022,122.562486,1.134077,121.428409,298,465,0.641,SrBi2Ta2O9Eu0.2
10,6,0.05,5.95,203,73,8,65,477.89472,180.94788,15.999,164.94888,750,185,60,125,7.16,3.44,0,3.44,18,6,2,4,39.1684242,13.618054,5.670385,7.947669,201.2,73,3.15,69.85,449.156628,180.94788,7.5982,173.34968,1045.25,360,9.25,350.75,25.299,20.64,0,20.64,47.95,36,0.1,35.9,107.6741207,81.708324,0.28351925,81.42480475,298,395,0.641,Ca2Y0.95TaO6Eu0.05
20.1,12,0.1,11.9,118,63,8,55,266.8824393,151.964,15.999,135.965,685,185,60,125,7.92,3.44,0,3.44,17,6,1,5,41.4756917,13.618054,5.1390767,8.4789773,222.3,96,6.3,89.7,458.9868098,191.988,15.1964,176.7916,1898.5,720,18.5,701.5,53.36,41.28,0,41.28,96.2,72,0.2,71.8,223.9839546,163.416648,0.5670385,162.8496095,298,395,0.641,Na3Sc2P3O12Eu0.1
19,9,1,8,79,63,3,60,185.713,151.964,6.94,145.024,475,185,60,125,6.46,3.44,0,3.44,12,6,1,5,32.97817276,13.618054,5.391714761,8.226339239,168,72,15,57,370.025,151.964,32.43,119.534,1850,870,185,685,42.96,30.96,0,30.96,71,54,2,52,185.4772166,122.562486,5.670385,116.892101,298,395,0.641,Li6B3O9Eu1
10,6,0.05,5.95,247,63,8,55,590.26047,151.964,15.999,135.965,950,215,60,155,8.79,3.44,0,3.44,20,6,2,4,46.331627,13.618054,5.211664,8.40639,224.3,56,3.15,52.85,518.9443965,137.327,7.5982,129.7288,1064.5,360,9.25,350.75,25.935,20.64,0,20.64,47.95,36,0.1,35.9,108.7561863,81.708324,0.28351925,81.42480475,298,465,0.6413,BaLa0.95MgSbO6Eu0.05
8.93,6,0.07,5.93,184,74,8,66,440.70884,183.84,15.999,167.841,560,185,60,125,6.36,3.44,0,3.44,17,6,2,4,33.369729,13.618054,5.670385,7.947669,198.95,74,4.41,69.59,455.8363424,183.84,10.63748,173.20252,842.75,360,12.95,347.05,24.6092,20.64,0,20.64,47.72,36,0.14,35.86,101.5333846,81.708324,0.39692695,81.31139705,298,327,0.6415,Y1.86WO6Eu0.07
10,6,0.07,5.93,207,74,8,66,487.831,183.84,15.999,167.841,705,185,60,125,8.3,3.44,0,3.44,22,6,2,4,40.3580542,13.618054,5.670385,7.947669,178.61,59.2,4.41,54.79,390.32202,147.072,10.63748,136.43452,1037.35,527.4,12.95,514.45,25.362,20.64,0,20.64,48,36,0.14,35.86,107.7265057,81.708324,0.39692695,81.31139705,298,465,0.6417,Ca2.93Mo0.2W0.8O6Eu0.07
19.65,12,0.35,11.65,118,63,8,55,266.8824393,151.964,15.999,135.965,685,185,60,125,7.92,3.44,0,3.44,17,6,1,5,41.4756917,13.618054,5.1390767,8.4789773,223.35,96,22.05,73.95,465.5086742,191.988,53.1874,138.8006,1832.75,720,64.75,655.25,52.408,41.28,0,41.28,94.6,72,0.7,71.3,220.8085079,163.416648,1.98463475,161.4320133,298,394,0.642,Na3Sc1.3P3O12Eu0.35
6.05,4,0.05,3.95,143,63,8,55,329.293,151.964,15.999,135.965,525,185,60,125,7.25,3.44,0,3.44,26,12,2,10,35.775068,13.618054,5.670385,7.947669,107.15,42,3.15,38.85,232.9242,95.95,7.5982,88.3518,529.25,240,9.25,230.75,17.57,13.76,0,13.76,42.1,24,0.1,23.9,71.24236425,54.472216,0.28351925,54.18869675,298,395,0.642,ZnMoO4Eu0.05
4.975,3,0.05,2.95,113,63,8,55,255.908,151.964,15.999,135.965,565,185,60,125,5.98,3.44,0,3.44,14,6,2,4,32.2297142,13.618054,5.670385,7.947669,67.65,24,3.15,20.85,140.53435,47.997,7.5982,40.3988,495.75,180,9.25,170.75,12.785,10.32,0,10.32,23.95,18,0.1,17.9,53.62046981,40.854162,0.28351925,40.57064275,298,397,0.642,Ca0.925TiO3Eu0.05
10,6,0.05,5.95,207,74,8,66,487.831,183.84,15.999,167.841,705,185,60,125,8.3,3.44,0,3.44,22,6,2,4,40.3580542,13.618054,5.670385,7.947669,177.75,59.2,3.15,56.05,388.0843,147.072,7.5982,139.4738,1037.25,531,9.25,521.75,25.382,20.64,0,20.64,48,36,0.1,35.9,107.7353611,81.708324,0.28351925,81.42480475,298,393,0.6421,Ca2.95Mo0.2W0.8O6Eu0.05
10,6,0.03,5.97,207,74,8,66,487.831,183.84,15.999,167.841,705,185,60,125,8.3,3.44,0,3.44,22,6,2,4,40.3580542,13.618054,5.670385,7.947669,176.89,59.4,1.89,57.51,385.84658,147.072,4.55892,142.51308,1037.15,534.6,5.55,529.05,25.402,20.64,0,20.64,48,36,0.06,35.94,107.7442165,81.708324,0.17011155,81.53821245,298,365,0.6422,Ca2.97Mo0.2W0.8O6Eu0.03
9,6,0.14,5.86,184,74,8,66,440.70884,183.84,15.999,167.841,560,185,60,125,6.36,3.44,0,3.44,17,6,2,4,33.369729,13.618054,5.670385,7.947669,203.36,74,8.82,65.18,466.4738224,183.84,21.27496,162.56504,855.7,360,25.9,334.1,24.6092,20.64,0,20.64,47.86,36,0.28,35.72,101.9303115,81.708324,0.7938539,80.9144701,298,275,0.6424,Y1.86WO6Eu0.14
9,6,0.18,5.82,184,74,8,66,440.70884,183.84,15.999,167.841,560,185,60,125,6.36,3.44,0,3.44,17,6,2,4,33.369729,13.618054,5.670385,7.947669,204.32,74,11.34,62.66,468.9961488,183.84,27.35352,156.48648,855.9,360,33.3,326.7,24.5604,20.64,0,20.64,47.82,36,0.36,35.64,101.9084365,81.708324,1.0206693,80.6876547,298,275,0.6425,Y1.82WO6Eu0.18
9,6,0.22,5.78,184,74,8,66,440.70884,183.84,15.999,167.841,560,185,60,125,6.36,3.44,0,3.44,17,6,2,4,33.369729,13.618054,5.670385,7.947669,205.28,74,13.86,60.14,471.5184752,183.84,33.43208,150.40792,856.1,360,40.7,319.3,24.5116,20.64,0,20.64,47.78,36,0.44,35.56,101.8865615,81.708324,1.2474847,80.4608393,298,275,0.6427,Y1.78WO6Eu0.22
42,26,2,24,237,63,8,55,561.18631,151.964,15.999,135.965,945,215,60,155,8.55,3.44,0,3.44,20,6,2,4,44.445946,13.618054,5.211664,8.40639,816.8,208,84,124,1841.723416,415.974,168.51,247.464,4138,1560,430,1130,109.164,89.44,0,89.44,205.6,156,4,152,460.291546,354.069404,10.423328,343.646076,298,397,0.6427,Ba2Y3.2La2.4Si6O26Eu2.4
9,6,0.26,5.74,184,74,8,66,440.70884,183.84,15.999,167.841,560,185,60,125,6.36,3.44,0,3.44,17,6,2,4,33.369729,13.618054,5.670385,7.947669,206.24,74,16.38,57.62,474.0408016,183.84,39.51064,144.32936,856.3,360,48.1,311.9,24.4628,20.64,0,20.64,47.74,36,0.52,35.48,101.8646865,81.708324,1.4743001,80.2340239,298,275,0.6428,Y1.74WO6Eu0.26
5,3,0.05,2.95,225,83,8,75,531.9378393,208.9804,15.999,192.9814,950,220,60,160,8.69,3.44,0,3.44,20,6,1,5,42.81254524,13.618054,4.34066354,9.27739046,89.2,41,3.15,37.85,195.7870394,92.90637,7.5982,85.30817,520.25,180,9.25,170.75,12.85375,10.32,0,10.32,24.45,18,0.1,17.9,52.65397245,40.854162,0.28351925,40.57064275,298,465,0.6429,K0.425Na0.425NbO3Eu0.05Bi0.1
10.15,6,0.15,5.85,161,63,8,55,383.183,151.964,15.999,135.965,585,200,60,140,6.49,3.44,0,3.44,16,6,2,4,33.9929662,13.618054,5.670385,7.947669,223.45,114,9.45,104.55,509.2486,262.86,22.7946,240.0654,1127.75,600,27.75,572.25,25.59,20.64,0,20.64,48.3,36,0.3,35.7,108.6531434,81.708324,0.85055775,80.85776625,298,394,0.643,Sr3TeO6Eu0.15
10.3,6,0.3,5.7,161,63,8,55,383.183,151.964,15.999,135.965,585,200,60,140,6.49,3.44,0,3.44,16,6,2,4,33.9929662,13.618054,5.670385,7.947669,232.9,114,18.9,95.1,532.0432,262.86,45.5892,217.2708,1155.5,600,55.5,544.5,25.59,20.64,0,20.64,48.6,36,0.6,35.4,109.5037011,81.708324,1.7011155,80.0072085,298,394,0.643,Sr3TeO6Eu0.3
19,12,0.15,11.85,180,83,8,75,430.9069313,208.9804,15.999,192.9814,685,185,60,125,8.46,3.44,0,3.44,19,6,1,5,42.1997177,13.618054,5.1390767,8.4789773,254,96,9.45,86.55,554.3065338,191.988,22.7946,169.1934,1723.75,720,27.75,692.25,52.255,41.28,0,41.28,94.55,72,0.3,71.7,217.3371825,163.416648,0.85055775,162.5660903,298,396,0.643,Na3Bi0.85P3O12Eu0.15
10,6,0.1,5.9,240,74,3,71,566.618,183.84,6.94,176.9,1020,200,60,140,10.54,3.44,0,3.44,25,6,1,5,52.97771596,13.618054,5.391714761,8.226339239,189.8,68.4,0.3,68.1,425.0114,157.716,0.694,157.022,1044,360,14.5,345.5,25.734,20.64,0,20.64,47.9,36,0.1,35.9,108.1125999,81.708324,0.539171476,81.16915252,298,464,0.643,Sr1.8Li0.1MgMo0.6W0.4O6Eu0.1
10,6,0.1,5.9,240,74,3,71,566.618,183.84,6.94,176.9,1020,200,60,140,10.54,3.44,0,3.44,25,6,1,5,52.97771596,13.618054,5.391714761,8.226339239,183.4,68.4,0.3,68.1,407.4334,157.716,0.694,157.022,1046,360,14.5,345.5,25.826,20.64,0,20.64,47.9,36,0.1,35.9,107.9582799,81.708324,0.539171476,81.16915252,298,464,0.643,Sr1.8Li0.1MgMo0.8W0.2O6Eu0.1
10,6,0.1,5.9,166,63,3,60,382.778,151.964,6.94,145.024,885,200,60,140,8.84,3.44,0,3.44,19,6,1,5,45.11368596,13.618054,5.391714761,8.226339239,177,68.4,0.3,68.1,389.8554,157.716,0.694,157.022,1048,360,14.5,345.5,25.918,20.64,0,20.64,47.9,36,0.1,35.9,107.8039599,81.708324,0.539171476,81.16915252,298,464,0.643,Sr1.8Li0.1MgMoO6Eu0.1
12,7,0.02,6.98,156,63,8,55,350.7275385,151.964,15.999,135.965,860,200,60,140,8.9,3.44,0,3.44,19,6,2,4,45.2339128,13.618054,5.670385,7.947669,154.86,56,1.26,54.74,323.976797,111.993,3.03928,108.95372,1160.1,420,3.7,416.3,31.13,24.08,0,24.08,56,42,0.04,41.96,127.2487648,95.326378,0.1134077,95.2129703,298,393,0.643,Ca0.98SrAl2SiO7Eu0.02
14,8,0.1,7.9,242,83,8,75,581.2669313,208.9804,15.999,192.9814,870,185,60,125,9.63,3.44,0,3.44,21,6,1,5,47.8434277,13.618054,5.1390767,8.4789773,203.9,64,6.2,57.8,450.6239118,146.28628,15.036,131.25028,1387.5,540,18.5,521.5,36.137,27.52,0,27.52,65.1,48,0.2,47.8,152.1333433,108.944432,0.564371,108.380061,298,396,0.643,Na3Bi0.7P2O8Eu0.2Sm0.1
10,6,0.01,5.99,265,83,3,80,644.54887,208.9804,6.94,202.0404,890,195,60,135,9.47,3.44,0,3.44,22,6,1,5,46.15095876,13.618054,5.391714761,8.226339239,218.42,92.91,0.83,92.08,507.9067601,226.4159161,2.089804,224.3261121,1036.05,360,1.6,358.4,25.482,20.64,0,20.64,47.66,36,0.05,35.95,106.9129685,81.708324,0.07285516,81.63546884,298,394,0.643,La1.63LiSbO6Eu0.36Bi0.01
5,3,0.05,2.95,116,63,3,60,262.848,151.964,6.94,145.024,710,185,60,125,6.96,3.44,0,3.44,15,6,1,5,37.62142896,13.618054,5.391714761,8.226339239,67.3,24,0.15,23.85,139.8794,47.997,0.347,47.65,498.5,180,7.25,172.75,12.809,10.32,0,10.32,23.95,18,0.05,17.95,53.73722667,40.854162,0.269585738,40.58457626,298,397,0.643,Ca0.9TiO3Li0.05Eu0.05
29,17,0.02,16.98,260,71,5,66,629.97227,174.9668,10.81,164.1568,915,215,60,155,8.47,3.44,0,3.44,18,6,2,4,43.800893,13.618054,5.211664,8.40639,623.72,318.08,1.14,316.94,1463.298373,783.851264,2.7781094,781.0731546,2755.4,1020,3.9,1016.1,74.962,58.48,0,58.48,131.02,102,0.06,101.94,310.6749736,231.506918,0.111538,231.39538,298,396,0.643,Ba2Lu4.48La0.02B5O17Eu0.5
9,6,0.38,5.62,184,74,8,66,440.70884,183.84,15.999,167.841,560,185,60,125,6.36,3.44,0,3.44,17,6,2,4,33.369729,13.618054,5.670385,7.947669,209.12,74,23.94,50.06,481.6077808,183.84,57.74632,126.09368,856.9,360,70.3,289.7,24.3164,20.64,0,20.64,47.62,36,0.76,35.24,101.7990615,81.708324,2.1547463,79.5535777,298,275,0.6431,Y1.62WO6Eu0.38
9,6,0.3,5.7,184,74,8,66,440.70884,183.84,15.999,167.841,560,185,60,125,6.36,3.44,0,3.44,17,6,2,4,33.369729,13.618054,5.670385,7.947669,207.2,74,18.9,55.1,476.563128,183.84,45.5892,138.2508,856.5,360,55.5,304.5,24.414,20.64,0,20.64,47.7,36,0.6,35.4,101.8428115,81.708324,1.7011155,80.0072085,298,275,0.6433,Y1.7WO6Eu0.3
10,6,0.07,5.93,207,74,8,66,487.831,183.84,15.999,167.841,705,185,60,125,8.3,3.44,0,3.44,22,6,2,4,40.3580542,13.618054,5.670385,7.947669,178.61,59.2,4.41,54.79,390.32202,147.072,10.63748,136.43452,1037.35,527.4,12.95,514.45,25.362,20.64,0,20.64,48,36,0.14,35.86,107.7265057,81.708324,0.39692695,81.31139705,298,393,0.6433,Ca2.93Mo0.2W0.8O6Eu0.07
13,8,0.5,7.5,248,83,8,75,589.334962,208.9804,15.999,192.9814,885,235,60,175,10.51,3.44,0,3.44,25,6,1,5,48.330199,13.618054,4.177128,9.440926,268,74,15,59,606.323562,170.9356,30.973762,139.961838,1367.5,480,80,400,34.46,27.52,0,27.52,64.5,48,1,47,141.3557545,108.944432,2.8351925,106.1092395,500,393.5,0.64379,Rb2Bi0.5PO8MoEu0.5
36.91,24,0.03,23.97,191,63,8,55,451.081762,151.964,15.999,135.965,715,215,60,155,8.3,3.44,0,3.44,18,6,2,4,40.7731442,13.618054,5.211664,8.40639,642.01,192,1.89,190.11,1431.852332,445.49384,4.55892,440.93492,3291.95,1440,5.55,1434.45,105.2764,82.56,0,82.56,191.7,144,0.06,143.94,428.0095737,326.833296,0.17011155,326.6631845,298,232,0.6439,Ba3In3.88P6O24Eu0.03
10.2,6,0.2,5.8,161,63,8,55,383.183,151.964,15.999,135.965,585,200,60,140,6.49,3.44,0,3.44,16,6,2,4,33.9929662,13.618054,5.670385,7.947669,226.6,114,12.6,101.4,516.8468,262.86,30.3928,232.4672,1137,600,37,563,25.59,20.64,0,20.64,48.4,36,0.4,35.6,108.9366626,81.708324,1.134077,80.574247,298,394,0.644,Sr3TeO6Eu0.2
6,4,0.07,3.93,162,63,8,55,374.5227693,151.964,15.999,135.965,770,200,60,140,7.48,3.44,0,3.44,17,6,1,5,37.2148129,13.618054,5.1390767,8.4789773,111.86,42,0.77,41.23,247.5459638,95.95,1.60928385,94.34071615,582.55,240,12.6,227.4,16.8021,13.76,0,13.76,31.93,24,0.07,23.93,67.21889411,54.472216,0.359735369,54.11248063,298,290,0.644,Sr0.86MoO4Na0.07Eu0.07
62,36,0.2,35.8,219,73,8,65,513.4841806,180.94788,15.999,164.94888,1050,200,60,140,9.94,3.44,0,3.44,22,6,1,5,53.2977156,13.618054,5.1390767,8.4789773,787.6,288,2.2,285.8,1690.673372,575.964,4.597953856,571.3660461,6083,2340,36,2304,160.346,123.84,0,123.84,287.8,216,0.2,215.8,677.810935,490.249944,1.02781534,489.2221287,298,394,0.644,Na13Sr1.6Ta2P9O36Na0.2Eu0.2
6,4,0.05,3.95,155,63,8,55,353.598,151.964,15.999,135.965,675,185,60,125,8.56,3.44,0,3.44,28,12,2,10,43.421303,13.618054,5.670385,7.947669,102.05,42,2.4,39.6,221.4402,95.95,4.861,91.089,525.5,240,9.25,230.75,17.4195,13.76,0,13.76,39.5,24,0.1,23.9,70.4230615,54.472216,0.28351925,54.18869675,298,395,0.644,Mg0.20Zn0.75MoO4Eu0.05
6,4,0.4,3.6,166,83,9,74,402.9325724,208.9804,18.99840316,189.9819968,575,185,50,135,6.81,3.98,0,3.98,15,7,1,6,35.5177977,17.42282,5.1390767,12.2837433,122,49.8,11,38.8,285.1572219,125.38824,22.98976928,102.3984707,550,200,74,126,17.99,15.92,0,15.92,32.8,28,0.8,27.2,81.4698203,69.69128,2.268154,67.423126,298,394,0.644,NaBi0.6F4Eu0.4
10,6,0.09,5.91,207,74,8,66,487.831,183.84,15.999,167.841,705,185,60,125,8.3,3.44,0,3.44,22,6,2,4,40.3580542,13.618054,5.670385,7.947669,179.47,59.2,5.67,53.53,392.55974,147.072,13.67676,133.39524,1037.45,523.8,16.65,507.15,25.342,20.64,0,20.64,48,36,0.18,35.82,107.7176503,81.708324,0.51033465,81.19798935,298,393,0.644,Ca2.91Mo0.2W0.8O6Eu0.09
92,56,0.4,55.6,192,83,3,80,454.935162,208.9804,6.94,202.0404,830,185,60,125,9.51,3.44,0,3.44,21,6,1,5,48.56551096,13.618054,5.391714761,8.226339239,1102,448,9,439,2257.974508,895.944,20.82,875.124,8605,3360,74,3286,245.38,192.64,0,192.64,448.8,336,0.8,335.2,1042.276029,762.611024,2.268154,760.34287,298,394,0.6442,Ca18Li3Bi0.6P14O56Eu0.4
10,6,0.05,5.95,264,83,8,75,627.68724,208.9804,15.999,192.9814,910,185,60,125,9.61,3.44,0,3.44,23,6,2,4,47.5127592,13.618054,5.670385,7.947669,183.8,51,4.15,46.85,402.278292,121.76,10.44902,111.31098,1044.75,360,8,352,25.761,20.64,0,20.64,47.95,36,0.25,35.75,108.731665,81.708324,0.3642758,81.3440482,298,470,0.6445,Ca2Y0.80SbO6Eu0.15Bi0.05
10,6,0.05,5.95,264,83,8,75,627.68724,208.9804,15.999,192.9814,910,185,60,125,9.61,3.44,0,3.44,23,6,2,4,47.5127592,13.618054,5.670385,7.947669,183.8,51,4.15,46.85,402.278292,121.76,10.44902,111.31098,1044.75,360,8,352,25.761,20.64,0,20.64,47.95,36,0.25,35.75,108.731665,81.708324,0.3642758,81.3440482,298,290,0.6447,Ca2Y0.80SbO6Eu0.15Bi0.05
10,6,0.09,5.91,207,74,8,66,487.831,183.84,15.999,167.841,705,185,60,125,8.3,3.44,0,3.44,22,6,2,4,40.3580542,13.618054,5.670385,7.947669,179.47,59.2,5.67,53.53,392.55974,147.072,13.67676,133.39524,1037.45,523.8,16.65,507.15,25.342,20.64,0,20.64,48,36,0.18,35.82,107.7176503,81.708324,0.51033465,81.19798935,298,465,0.6447,Ca2.91Mo0.2W0.8O6Eu0.09
10,6,0.05,5.95,207,74,8,66,487.831,183.84,15.999,167.841,705,185,60,125,8.3,3.44,0,3.44,22,6,2,4,40.3580542,13.618054,5.670385,7.947669,177.75,59.2,3.15,56.05,388.0843,147.072,7.5982,139.4738,1037.25,531,9.25,521.75,25.382,20.64,0,20.64,48,36,0.1,35.9,107.7353611,81.708324,0.28351925,81.42480475,298,365,0.6448,Ca2.95Mo0.2W0.8O6Eu0.05
